poblacion,0-14,primario,secundario,polimodal,lee_y _esc,NoLee_ni_e,x,y,ID,clasificacion,punto_tipo
770.0,88.0,73.0,140.0,19.0,740.0,14.0,-68.86120862,-32.88657237,I1484,1,Intersercción
427.0,35.0,33.0,85.0,4.0,408.0,6.0,-68.8465194,-32.88703039,I1485,1,Intersercción
427.0,35.0,33.0,85.0,4.0,408.0,6.0,-68.84648732,-32.88703937,I1486,1,Intersercción
319.0,47.0,26.0,53.0,8.0,295.0,13.0,-68.85227951,-32.88710045,I1487,1,Intersercción
395.0,30.0,50.0,91.0,21.0,376.0,9.0,-68.83985057,-32.88714827,I1488,1,Intersercción
427.0,35.0,33.0,85.0,4.0,408.0,6.0,-68.84524725,-32.88726326,I1489,1,Intersercción
319.0,47.0,26.0,53.0,8.0,295.0,13.0,-68.85105013,-32.88733343,I1490,1,Intersercción
770.0,88.0,73.0,140.0,19.0,740.0,14.0,-68.85706684,-32.88734947,I1491,1,Intersercción
395.0,30.0,50.0,91.0,21.0,376.0,9.0,-68.83857839,-32.88739009,I1492,1,Intersercción
218.0,20.0,17.0,64.0,9.0,209.0,6.0,-68.83854633,-32.88739005,I1493,1,Intersercción
1314.0,382.0,569.0,236.0,110.0,1133.0,85.0,-68.90505101,-32.88749429,I1494,0,Intersercción
1314.0,382.0,569.0,236.0,110.0,1133.0,85.0,-68.90507238,-32.88749431,I1495,0,Intersercción
305.0,20.0,89.0,55.0,5.0,240.0,63.0,-68.83681497,-32.88743288,I1496,1,Intersercción
427.0,35.0,33.0,85.0,4.0,408.0,6.0,-68.84404992,-32.887487199999995,I1498,1,Intersercción
1314.0,382.0,569.0,236.0,110.0,1133.0,85.0,-68.904912,-32.88756632,I1499,0,Intersercción
305.0,20.0,89.0,55.0,5.0,240.0,63.0,-68.83550036,-32.88749428,I1500,1,Intersercción
391.0,33.0,42.0,85.0,9.0,376.0,7.0,-68.8438575,-32.88752303,I1501,1,Intersercción
391.0,33.0,42.0,85.0,9.0,376.0,7.0,-68.84383612,-32.887523,I1502,1,Intersercción
1314.0,382.0,569.0,236.0,110.0,1133.0,85.0,-68.90479441,-32.8876023,I1503,0,Intersercción
381.0,52.0,52.0,71.0,18.0,351.0,11.0,-68.83416438,-32.88755563,I1505,1,Intersercción
399.0,54.0,37.0,56.0,11.0,377.0,11.0,-68.85552746,-32.88763624,I1507,1,Intersercción
319.0,47.0,26.0,53.0,8.0,295.0,13.0,-68.84947864,-32.88763812,I1508,1,Intersercción
881.0,92.0,141.0,200.0,15.0,805.0,41.0,-68.84927558,-32.88763788,I1509,1,Intersercción
266.0,31.0,29.0,66.0,5.0,247.0,9.0,-68.83270015,-32.8876168,I1510,1,Intersercción
881.0,92.0,141.0,200.0,15.0,805.0,41.0,-68.84938242,-32.88765604,I1511,1,Intersercción
881.0,92.0,141.0,200.0,15.0,805.0,41.0,-68.84927552,-32.88767394,I1512,1,Intersercción
5.0,0.0,4.0,0.0,0.0,3.0,2.0,-68.86323264,-32.88771704,I1513,1,Intersercción
266.0,31.0,29.0,66.0,5.0,247.0,9.0,-68.83138554,-32.88767815,I1514,1,Intersercción
466.0,56.0,67.0,108.0,20.0,442.0,15.0,-68.84267088,-32.88772893,I1515,1,Intersercción
266.0,31.0,29.0,66.0,5.0,247.0,9.0,-68.83000679999999,-32.88773941,I1516,1,Intersercción
683.0,118.0,117.0,177.0,31.0,630.0,28.0,-68.82947242,-32.88775671,I1517,1,Intersercción
1314.0,382.0,569.0,236.0,110.0,1133.0,85.0,-68.90162005,-32.8878974,I1519,0,Intersercción
1314.0,382.0,569.0,236.0,110.0,1133.0,85.0,-68.90252844,-32.88790713,I1520,0,Intersercción
1314.0,382.0,569.0,236.0,110.0,1133.0,85.0,-68.90449507,-32.88770125,I1521,0,Intersercción
1314.0,382.0,569.0,236.0,110.0,1133.0,85.0,-68.90419576,-32.88776414,I1522,0,Intersercción
881.0,92.0,141.0,200.0,15.0,805.0,41.0,-68.84804619,-32.88787083,I1523,1,Intersercción
398.0,32.0,41.0,75.0,15.0,387.0,1.0,-68.84271329999999,-32.88791834,I1524,1,Intersercción
399.0,54.0,37.0,56.0,11.0,377.0,11.0,-68.85380633,-32.88795885,I1525,1,Intersercción
5.0,0.0,4.0,0.0,0.0,3.0,2.0,-68.86356352,-32.88798791,I1526,1,Intersercción
466.0,56.0,67.0,108.0,20.0,442.0,15.0,-68.84143076,-32.88797082,I1527,1,Intersercción
466.0,56.0,67.0,108.0,20.0,442.0,15.0,-68.84139869,-32.88797979,I1528,1,Intersercción
881.0,92.0,141.0,200.0,15.0,805.0,41.0,-68.84679541,-32.88810374,I1530,1,Intersercción
762.0,95.0,72.0,130.0,19.0,712.0,29.0,-68.85897857,-32.88812709,I1531,1,Intersercción
762.0,95.0,72.0,130.0,19.0,712.0,29.0,-68.85897857,-32.88812709,I1532,1,Intersercción
762.0,95.0,72.0,130.0,19.0,712.0,29.0,-68.86142621,-32.88766508,I1533,1,Intersercción
319.0,47.0,26.0,53.0,8.0,295.0,13.0,-68.85256627,-32.88818281,I1534,1,Intersercción
395.0,30.0,50.0,91.0,21.0,376.0,9.0,-68.84011583,-32.888212599999996,I1535,1,Intersercción
5.0,0.0,4.0,0.0,0.0,3.0,2.0,-68.8634027,-32.88832135,I1536,1,Intersercción
881.0,92.0,141.0,200.0,15.0,805.0,41.0,-68.84554461,-32.88834566,I1538,1,Intersercción
762.0,95.0,72.0,130.0,19.0,712.0,29.0,-68.85735364,-32.88844084,I1541,1,Intersercción
319.0,47.0,26.0,53.0,8.0,295.0,13.0,-68.85117650000001,-32.88845167,I1542,1,Intersercción
5.0,0.0,4.0,0.0,0.0,3.0,2.0,-68.86344517,-32.88850174,I1543,1,Intersercción
218.0,20.0,17.0,64.0,9.0,209.0,6.0,-68.8388329,-32.88848146,I1544,1,Intersercción
319.0,47.0,26.0,53.0,8.0,295.0,13.0,-68.85050301,-32.88857711,I1545,1,Intersercción
881.0,92.0,141.0,200.0,15.0,805.0,41.0,-68.84434727,-32.8885696,I1546,1,Intersercción
305.0,20.0,89.0,55.0,5.0,240.0,63.0,-68.83690907,-32.88856913,I1547,1,Intersercción
398.0,32.0,41.0,75.0,15.0,387.0,1.0,-68.84411207,-32.88861439,I1548,1,Intersercción
305.0,20.0,89.0,55.0,5.0,240.0,63.0,-68.83554102,-32.88862144,I1551,1,Intersercción
381.0,52.0,52.0,71.0,18.0,351.0,11.0,-68.83424779,-32.88867384,I1554,1,Intersercción
734.0,104.0,52.0,95.0,23.0,688.0,22.0,-68.85581424,-32.88872761,I1555,1,Intersercción
319.0,47.0,26.0,53.0,8.0,295.0,13.0,-68.84976536,-32.88872049,I1556,1,Intersercción
881.0,92.0,141.0,200.0,15.0,805.0,41.0,-68.8495623,-32.88872025,I1557,1,Intersercción
881.0,92.0,141.0,200.0,15.0,805.0,41.0,-68.84965846,-32.888738399999994,I1558,1,Intersercción
710.0,51.0,74.0,126.0,14.0,681.0,11.0,-68.84956224,-32.88875632,I1559,1,Intersercción
266.0,31.0,29.0,66.0,5.0,247.0,9.0,-68.83275149,-32.88873496,I1560,1,Intersercción
266.0,31.0,29.0,66.0,5.0,247.0,9.0,-68.83141548,-32.88879629,I1563,1,Intersercción
398.0,32.0,41.0,75.0,15.0,387.0,1.0,-68.84294947,-32.88883385,I1564,1,Intersercción
266.0,31.0,29.0,66.0,5.0,247.0,9.0,-68.83021843,-32.88884877,I1566,1,Intersercción
643.0,115.0,138.0,187.0,29.0,589.0,30.0,-68.8298016,-32.88886624,I1567,1,Intersercción
881.0,92.0,141.0,200.0,15.0,805.0,41.0,-68.84833286,-32.88897124,I1569,1,Intersercción
762.0,95.0,72.0,130.0,19.0,712.0,29.0,-68.86165037,-32.88876908,I1571,1,Intersercción
762.0,95.0,72.0,130.0,19.0,712.0,29.0,-68.8601527,-32.88904813,I1572,1,Intersercción
734.0,104.0,52.0,95.0,23.0,688.0,22.0,-68.85410378,-32.88905024,I1573,1,Intersercción
230.0,15.0,16.0,55.0,1.0,220.0,7.0,-68.84167461,-32.88907119,I1574,1,Intersercción
881.0,92.0,141.0,200.0,15.0,805.0,41.0,-68.84709272,-32.8892222,I1575,1,Intersercción
762.0,95.0,72.0,130.0,19.0,712.0,29.0,-68.85896607,-32.88927222,I1577,1,Intersercción
734.0,104.0,52.0,95.0,23.0,688.0,22.0,-68.85124993,-32.88928131,I1578,1,Intersercción
734.0,104.0,52.0,95.0,23.0,688.0,22.0,-68.85286367,-32.88929224,I1579,1,Intersercción
230.0,15.0,16.0,55.0,1.0,220.0,7.0,-68.84045587,-32.88929506,I1580,1,Intersercción
5.0,0.0,4.0,0.0,0.0,3.0,2.0,-68.86362555,-32.88934952,I1581,1,Intersercción
734.0,104.0,52.0,95.0,23.0,688.0,22.0,-68.85069406,-32.8893618,I1582,1,Intersercción
734.0,104.0,52.0,95.0,23.0,688.0,22.0,-68.84994587,-32.88941501,I1584,1,Intersercción
398.0,32.0,41.0,75.0,15.0,387.0,1.0,-68.84584191,-32.88946412,I1585,1,Intersercción
762.0,95.0,72.0,130.0,19.0,712.0,29.0,-68.85764046,-32.88952319,I1586,1,Intersercción
282.0,25.0,30.0,71.0,1.0,270.0,5.0,-68.83910887,-32.88952777,I1587,1,Intersercción
296.0,23.0,25.0,62.0,15.0,279.0,8.0,-68.83910884,-32.88954581,I1588,1,Intersercción
734.0,104.0,52.0,95.0,23.0,688.0,22.0,-68.85128148,-32.88958793,I1591,1,Intersercción
282.0,25.0,30.0,71.0,1.0,270.0,5.0,-68.83699250000001,-32.88969635,I1593,1,Intersercción
734.0,104.0,52.0,95.0,23.0,688.0,22.0,-68.85610104,-32.88980997,I1594,1,Intersercción
458.0,58.0,75.0,108.0,12.0,432.0,13.0,-68.83560297,-32.88980274,I1595,1,Intersercción
710.0,51.0,74.0,126.0,14.0,681.0,11.0,-68.84985964,-32.88984772,I1596,1,Intersercción
398.0,32.0,41.0,75.0,15.0,387.0,1.0,-68.84322279,-32.88989367,I1597,1,Intersercción
734.0,104.0,52.0,95.0,23.0,688.0,22.0,-68.851313,-32.88991257,I1598,1,Intersercción
458.0,58.0,75.0,108.0,12.0,432.0,13.0,-68.83435238,-32.88990027,I1599,1,Intersercción
458.0,58.0,75.0,108.0,12.0,432.0,13.0,-68.8328025,-32.89002444,I1601,1,Intersercción
710.0,51.0,74.0,126.0,14.0,681.0,11.0,-68.84861953,-32.89008066,I1605,1,Intersercción
734.0,104.0,52.0,95.0,23.0,688.0,22.0,-68.85436918,-32.89013257,I1606,1,Intersercción
458.0,58.0,75.0,108.0,12.0,432.0,13.0,-68.83151988,-32.89010388,I1607,1,Intersercción
767.0,81.0,42.0,124.0,35.0,732.0,18.0,-68.86024714,-32.89015731,I1608,1,Intersercción
339.0,29.0,25.0,72.0,4.0,320.0,4.0,-68.84195058,-32.89013553,I1609,1,Intersercción
734.0,104.0,52.0,95.0,23.0,688.0,22.0,-68.85416607,-32.8901684,I1610,1,Intersercción
458.0,58.0,75.0,108.0,12.0,432.0,13.0,-68.83054724,-32.89015666,I1611,1,Intersercción
734.0,104.0,52.0,95.0,23.0,688.0,22.0,-68.85016899,-32.89019073,I1612,1,Intersercción
886.0,149.0,197.0,249.0,48.0,832.0,27.0,-68.83018382,-32.89018322,I1613,1,Intersercción
315.0,20.0,29.0,75.0,5.0,310.0,2.0,-68.84736872,-32.89031358,I1615,1,Intersercción
734.0,104.0,52.0,95.0,23.0,688.0,22.0,-68.85313976,-32.89036557,I1618,1,Intersercción
767.0,81.0,42.0,124.0,35.0,732.0,18.0,-68.85895361,-32.8903903,I1619,1,Intersercción
339.0,29.0,25.0,72.0,4.0,320.0,4.0,-68.8407318,-32.89037744,I1620,1,Intersercción
734.0,104.0,52.0,95.0,23.0,688.0,22.0,-68.85249833,-32.89048204,I1624,1,Intersercción
398.0,32.0,41.0,75.0,15.0,387.0,1.0,-68.84612861,-32.89053748,I1627,1,Intersercción
767.0,81.0,42.0,124.0,35.0,732.0,18.0,-68.85791663,-32.8905875,I1629,1,Intersercción
296.0,23.0,25.0,62.0,15.0,279.0,8.0,-68.83937418,-32.89056505,I1630,1,Intersercción
310.0,16.0,43.0,63.0,10.0,291.0,14.0,-68.83939544,-32.8906282,I1633,1,Intersercción
734.0,104.0,52.0,95.0,23.0,688.0,22.0,-68.85139720000001,-32.89068812,I1634,1,Intersercción
5.0,0.0,4.0,0.0,0.0,3.0,2.0,-68.86389059,-32.89074743,I1635,1,Intersercción
398.0,32.0,41.0,75.0,15.0,387.0,1.0,-68.84490986,-32.8907614,I1637,1,Intersercción
398.0,32.0,41.0,75.0,15.0,387.0,1.0,-68.84468535,-32.8908062,I1638,1,Intersercción
296.0,23.0,25.0,62.0,15.0,279.0,8.0,-68.83833705,-32.89081619,I1639,1,Intersercción
548.0,59.0,48.0,95.0,19.0,518.0,15.0,-68.85637721,-32.89086526,I1640,1,Intersercción
734.0,104.0,52.0,95.0,23.0,688.0,22.0,-68.8503709,-32.89087625,I1641,1,Intersercción
710.0,51.0,74.0,126.0,14.0,681.0,11.0,-68.85025329,-32.89090316,I1645,1,Intersercción
710.0,51.0,74.0,126.0,14.0,681.0,11.0,-68.85013573,-32.89090302,I1646,1,Intersercción
340.0,25.0,31.0,74.0,13.0,322.0,8.0,-68.85014639,-32.89092107,I1647,1,Intersercción
163.0,15.0,6.0,42.0,6.0,153.0,4.0,-68.83708637,-32.89095884,I1648,1,Intersercción
392.0,20.0,38.0,80.0,6.0,387.0,1.0,-68.84350937,-32.89102114,I1650,1,Intersercción
458.0,58.0,75.0,108.0,12.0,432.0,13.0,-68.83565411,-32.89104713,I1651,1,Intersercción
548.0,59.0,48.0,95.0,19.0,518.0,15.0,-68.85644098,-32.89108174,I1652,1,Intersercción
710.0,51.0,74.0,126.0,14.0,681.0,11.0,-68.84888492,-32.89113596,I1655,1,Intersercción
458.0,58.0,75.0,108.0,12.0,432.0,13.0,-68.8344463,-32.89111767,I1656,1,Intersercción
548.0,59.0,48.0,95.0,19.0,518.0,15.0,-68.85444221,-32.8912237,I1658,1,Intersercción
767.0,81.0,42.0,124.0,35.0,732.0,18.0,-68.86034163,-32.89123944,I1659,1,Intersercción
5.0,0.0,4.0,0.0,0.0,3.0,2.0,-68.86209033,-32.89091287,I1660,1,Intersercción
458.0,58.0,75.0,108.0,12.0,432.0,13.0,-68.8328537,-32.89121474,I1661,1,Intersercción
279.0,17.0,36.0,58.0,3.0,269.0,4.0,-68.84223716,-32.89125398,I1663,1,Intersercción
767.0,81.0,42.0,124.0,35.0,732.0,18.0,-68.85810782,-32.8913271,I1664,1,Intersercción
458.0,58.0,75.0,108.0,12.0,432.0,13.0,-68.83159244,-32.8912942,I1665,1,Intersercción
579.0,56.0,49.0,105.0,14.0,558.0,7.0,-68.86039489,-32.89134771,I1667,1,Intersercción
315.0,20.0,29.0,75.0,5.0,310.0,2.0,-68.8476448,-32.89135987,I1668,1,Intersercción
458.0,58.0,75.0,108.0,12.0,432.0,13.0,-68.83084424,-32.89133828,I1669,1,Intersercción
767.0,81.0,42.0,124.0,35.0,732.0,18.0,-68.85928326,-32.89143663,I1674,1,Intersercción
767.0,81.0,42.0,124.0,35.0,732.0,18.0,-68.85895192,-32.89145429,I1675,1,Intersercción
886.0,149.0,197.0,249.0,48.0,832.0,27.0,-68.8305448,-32.89143706,I1676,1,Intersercción
268.0,34.0,22.0,48.0,19.0,252.0,4.0,-68.84100771,-32.89147785,I1677,1,Intersercción
767.0,81.0,42.0,124.0,35.0,732.0,18.0,-68.85895184,-32.89150839,I1678,1,Intersercción
548.0,59.0,48.0,95.0,19.0,518.0,15.0,-68.85277446,-32.89153734,I1680,1,Intersercción
5.0,0.0,4.0,0.0,0.0,3.0,2.0,-68.86403895,-32.89157714,I1681,1,Intersercción
261.0,18.0,20.0,41.0,4.0,256.0,2.0,-68.84640466,-32.89159279,I1683,1,Intersercción
767.0,81.0,42.0,124.0,35.0,732.0,18.0,-68.85819282,-32.89164279,I1686,1,Intersercción
310.0,16.0,43.0,63.0,10.0,291.0,14.0,-68.83968203,-32.89171961,I1692,1,Intersercción
548.0,59.0,48.0,95.0,19.0,518.0,15.0,-68.85130983,-32.89180611,I1701,1,Intersercción
261.0,18.0,20.0,41.0,4.0,256.0,2.0,-68.8451859,-32.89181671,I1702,1,Intersercción
392.0,20.0,38.0,80.0,6.0,387.0,1.0,-68.84497207,-32.89186153,I1705,1,Intersercción
548.0,59.0,48.0,95.0,19.0,518.0,15.0,-68.85066839,-32.89192257,I1707,1,Intersercción
548.0,59.0,48.0,95.0,19.0,518.0,15.0,-68.85666404,-32.8919386,I1708,1,Intersercción
548.0,59.0,48.0,95.0,19.0,518.0,15.0,-68.8566106,-32.89193854,I1709,1,Intersercción
340.0,25.0,31.0,74.0,13.0,322.0,8.0,-68.85054012,-32.89193143,I1710,1,Intersercción
340.0,25.0,31.0,74.0,13.0,322.0,8.0,-68.85041186,-32.89194029,I1711,1,Intersercción
5.0,0.0,4.0,0.0,0.0,3.0,2.0,-68.8641131,-32.89201003,I1713,1,Intersercción
585.0,33.0,108.0,118.0,14.0,523.0,52.0,-68.83823872,-32.89199727,I1715,1,Intersercción
392.0,20.0,38.0,80.0,6.0,387.0,1.0,-68.84378539,-32.89207646,I1716,1,Intersercción
340.0,25.0,31.0,74.0,13.0,322.0,8.0,-68.84915034,-32.89217322,I1717,1,Intersercción
5.0,0.0,4.0,0.0,0.0,3.0,2.0,-68.86237690000002,-32.89226105,I1718,1,Intersercción
548.0,59.0,48.0,95.0,19.0,518.0,15.0,-68.85471833,-32.89229703,I1720,1,Intersercción
316.0,23.0,27.0,60.0,10.0,308.0,2.0,-68.84251316,-32.8923093,I1721,1,Intersercción
340.0,25.0,31.0,74.0,13.0,322.0,8.0,-68.84792088,-32.89240617,I1722,1,Intersercción
564.0,48.0,56.0,101.0,22.0,538.0,13.0,-68.85895031,-32.892473200000005,I1724,1,Intersercción
579.0,56.0,49.0,105.0,14.0,558.0,7.0,-68.86035026,-32.8925469,I1726,1,Intersercción
115.0,8.0,11.0,26.0,3.0,108.0,6.0,-68.84128368,-32.89254219,I1728,1,Intersercción
548.0,59.0,48.0,95.0,19.0,518.0,15.0,-68.85306125,-32.89261068,I1729,1,Intersercción
349.0,37.0,26.0,54.0,18.0,322.0,2.0,-68.84668071,-32.89264811,I1730,1,Intersercción
564.0,48.0,56.0,101.0,22.0,538.0,13.0,-68.85894998,-32.89268058,I1731,1,Intersercción
477.0,76.0,99.0,160.0,14.0,438.0,23.0,-68.83090578,-32.89269991,I1735,1,Intersercción
699.0,60.0,194.0,152.0,12.0,656.0,30.0,-68.83455018,-32.89273183,I1739,1,Intersercción
699.0,60.0,194.0,152.0,12.0,656.0,30.0,-68.83163242,-32.89275499,I1741,1,Intersercción
310.0,16.0,43.0,63.0,10.0,291.0,14.0,-68.83995799,-32.89278396,I1742,1,Intersercción
699.0,60.0,194.0,152.0,12.0,656.0,30.0,-68.83294686,-32.89282889,I1744,1,Intersercción
699.0,60.0,194.0,152.0,12.0,656.0,30.0,-68.83250865,-32.89283732,I1745,1,Intersercción
699.0,60.0,194.0,152.0,12.0,656.0,30.0,-68.83211319,-32.892845799999996,I1746,1,Intersercción
349.0,37.0,26.0,54.0,18.0,322.0,2.0,-68.84545125,-32.89287202,I1747,1,Intersercción
402.0,43.0,60.0,94.0,16.0,375.0,11.0,-68.83536219,-32.89285914,I1748,1,Intersercción
259.0,17.0,22.0,53.0,4.0,250.0,1.0,-68.8452588,-32.89291686,I1749,1,Intersercción
585.0,33.0,108.0,118.0,14.0,523.0,52.0,-68.83717898,-32.89291562,I1750,1,Intersercción
402.0,43.0,60.0,94.0,16.0,375.0,11.0,-68.83577889,-32.89292281,I1751,1,Intersercción
548.0,59.0,48.0,95.0,19.0,518.0,15.0,-68.8511262,-32.89296907,I1752,1,Intersercción
548.0,59.0,48.0,95.0,19.0,518.0,15.0,-68.85097651,-32.89300496,I1753,1,Intersercción
340.0,25.0,31.0,74.0,13.0,322.0,8.0,-68.85083754,-32.89302283,I1754,1,Intersercción
567.0,64.0,41.0,95.0,9.0,541.0,9.0,-68.85695082,-32.893048,I1755,1,Intersercción
340.0,25.0,31.0,74.0,13.0,322.0,8.0,-68.85070926,-32.89304071,I1756,1,Intersercción
585.0,33.0,108.0,118.0,14.0,523.0,52.0,-68.83817261,-32.89308823,I1760,1,Intersercción
585.0,33.0,108.0,118.0,14.0,523.0,52.0,-68.83818328,-32.89309726,I1761,1,Intersercción
259.0,17.0,22.0,53.0,4.0,250.0,1.0,-68.84405071,-32.89314078,I1762,1,Intersercción
224.0,32.0,29.0,32.0,8.0,208.0,6.0,-68.84944772,-32.89328265,I1763,1,Intersercción
585.0,33.0,108.0,118.0,14.0,523.0,52.0,-68.83735988,-32.89334867,I1765,1,Intersercción
700.0,80.0,52.0,97.0,21.0,658.0,21.0,-68.85319891,-32.8933863,I1766,1,Intersercción
700.0,80.0,52.0,97.0,21.0,658.0,21.0,-68.85108276,-32.8933838,I1767,1,Intersercción
426.0,50.0,32.0,82.0,12.0,400.0,9.0,-68.84277845,-32.89338265,I1768,1,Intersercción
700.0,80.0,52.0,97.0,21.0,658.0,21.0,-68.85503715,-32.89340648,I1769,1,Intersercción
579.0,56.0,49.0,105.0,14.0,558.0,7.0,-68.86048769,-32.89351186,I1770,1,Intersercción
5.0,0.0,4.0,0.0,0.0,3.0,2.0,-68.86252667,-32.89314824,I1771,1,Intersercción
579.0,56.0,49.0,105.0,14.0,558.0,7.0,-68.86041287,-32.89351178,I1772,1,Intersercción
224.0,32.0,29.0,32.0,8.0,208.0,6.0,-68.84823962,-32.89351563,I1773,1,Intersercción
426.0,50.0,32.0,82.0,12.0,400.0,9.0,-68.84155965,-32.89361555,I1774,1,Intersercción
340.0,25.0,31.0,74.0,13.0,322.0,8.0,-68.84733087,-32.89368584,I1775,1,Intersercción
700.0,80.0,52.0,97.0,21.0,658.0,21.0,-68.85324109,-32.89372899,I1776,1,Intersercción
402.0,43.0,60.0,94.0,16.0,375.0,11.0,-68.83526442,-32.89371562,I1777,1,Intersercción
349.0,37.0,26.0,54.0,18.0,322.0,2.0,-68.84695668,-32.89375752,I1778,1,Intersercción
564.0,48.0,56.0,101.0,22.0,538.0,13.0,-68.85894822,-32.89378966,I1779,1,Intersercción
699.0,60.0,194.0,152.0,12.0,656.0,30.0,-68.83463365,-32.89382298,I1780,1,Intersercción
310.0,16.0,43.0,63.0,10.0,291.0,14.0,-68.84023393,-32.89386633,I1781,1,Intersercción
585.0,33.0,108.0,118.0,14.0,523.0,52.0,-68.8374551,-32.89388079,I1782,1,Intersercción
5.0,0.0,4.0,0.0,0.0,3.0,2.0,-68.86407811,-32.89393059,I1783,1,Intersercción
564.0,48.0,56.0,101.0,22.0,538.0,13.0,-68.8580502,-32.89395094,I1785,1,Intersercción
349.0,37.0,26.0,54.0,18.0,322.0,2.0,-68.84571649,-32.89399945,I1787,1,Intersercción
349.0,37.0,26.0,54.0,18.0,322.0,2.0,-68.84565235,-32.89400839,I1788,1,Intersercción
349.0,37.0,26.0,54.0,18.0,322.0,2.0,-68.8455882,-32.89401733,I1789,1,Intersercción
567.0,64.0,41.0,95.0,9.0,541.0,9.0,-68.85720563,-32.89410327,I1790,1,Intersercción
5.0,0.0,4.0,0.0,0.0,3.0,2.0,-68.86271673,-32.89416183,I1791,1,Intersercción
699.0,60.0,194.0,152.0,12.0,656.0,30.0,-68.83298719,-32.89411835,I1792,1,Intersercción
402.0,43.0,60.0,94.0,16.0,375.0,11.0,-68.83608659,-32.89414049,I1793,1,Intersercción
310.0,16.0,43.0,63.0,10.0,291.0,14.0,-68.84031884,-32.89419105,I1794,1,Intersercción
585.0,33.0,108.0,118.0,14.0,523.0,52.0,-68.83842704,-32.8942337,I1796,1,Intersercción
314.0,40.0,17.0,68.0,7.0,288.0,10.0,-68.84433732,-32.89425923,I1797,1,Intersercción
585.0,33.0,108.0,118.0,14.0,523.0,52.0,-68.83751855,-32.89425056,I1798,1,Intersercción
699.0,60.0,194.0,152.0,12.0,656.0,30.0,-68.83229225,-32.89424366,I1799,1,Intersercción
402.0,43.0,60.0,94.0,16.0,375.0,11.0,-68.83518852,-32.89430161,I1800,1,Intersercción
541.0,63.0,60.0,102.0,19.0,504.0,16.0,-68.85107039,-32.89438465,I1801,1,Intersercción
579.0,56.0,49.0,105.0,14.0,558.0,7.0,-68.86161918,-32.89441481,I1802,1,Intersercción
700.0,80.0,52.0,97.0,21.0,658.0,21.0,-68.85530262,-32.89446176,I1803,1,Intersercción
426.0,50.0,32.0,82.0,12.0,400.0,9.0,-68.84307574,-32.89450111,I1804,1,Intersercción
541.0,63.0,60.0,102.0,19.0,504.0,16.0,-68.85047162,-32.89453723,I1805,1,Intersercción
579.0,56.0,49.0,105.0,14.0,558.0,7.0,-68.86061426,-32.89458501,I1806,1,Intersercción
426.0,50.0,32.0,82.0,12.0,400.0,9.0,-68.84264808,-32.89458173,I1807,1,Intersercción
579.0,56.0,49.0,105.0,14.0,558.0,7.0,-68.8603256,-32.89463879,I1808,1,Intersercción
541.0,63.0,60.0,102.0,19.0,504.0,16.0,-68.84980877,-32.89466267,I1809,1,Intersercción
426.0,50.0,32.0,82.0,12.0,400.0,9.0,-68.84184623,-32.894734,I1810,1,Intersercción
541.0,63.0,60.0,102.0,19.0,504.0,16.0,-68.84857941,-32.89481447,I1811,1,Intersercción
402.0,43.0,60.0,94.0,16.0,375.0,11.0,-68.83512343,-32.8948245,I1812,1,Intersercción
585.0,33.0,108.0,118.0,14.0,523.0,52.0,-68.83685483,-32.89483579,I1813,1,Intersercción
564.0,48.0,56.0,101.0,22.0,538.0,13.0,-68.85902132,-32.89487177,I1814,1,Intersercción
700.0,80.0,52.0,97.0,21.0,658.0,21.0,-68.85338883,-32.894874300000005,I1815,1,Intersercción
5.0,0.0,4.0,0.0,0.0,3.0,2.0,-68.86400176,-32.89493138,I1816,1,Intersercción
585.0,33.0,108.0,118.0,14.0,523.0,52.0,-68.83764559999999,-32.89490896,I1817,1,Intersercción
699.0,60.0,194.0,152.0,12.0,656.0,30.0,-68.83468508,-32.89490508,I1818,1,Intersercción
564.0,48.0,56.0,101.0,22.0,538.0,13.0,-68.85836921,-32.89497021,I1819,1,Intersercción
700.0,80.0,52.0,97.0,21.0,658.0,21.0,-68.85533384,-32.89498477,I1820,1,Intersercción
426.0,50.0,32.0,82.0,12.0,400.0,9.0,-68.84054188,-32.894975800000005,I1821,1,Intersercción
290.0,21.0,18.0,71.0,7.0,275.0,11.0,-68.84274356,-32.89498761,I1822,1,Intersercción
290.0,21.0,18.0,71.0,7.0,275.0,11.0,-68.84190991,-32.89498656,I1823,1,Intersercción
585.0,33.0,108.0,118.0,14.0,523.0,52.0,-68.83683308,-32.89504315,I1824,1,Intersercción
479.0,37.0,45.0,71.0,6.0,460.0,10.0,-68.84762777,-32.89506579,I1825,1,Intersercción
567.0,64.0,41.0,95.0,9.0,541.0,9.0,-68.85738570000001,-32.89511337,I1826,1,Intersercción
479.0,37.0,45.0,71.0,6.0,460.0,10.0,-68.84718946,-32.89512837,I1827,1,Intersercción
402.0,43.0,60.0,94.0,16.0,375.0,11.0,-68.8363306,-32.89512365,I1828,1,Intersercción
427.0,37.0,36.0,77.0,11.0,406.0,11.0,-68.8394834,-32.89519085,I1829,1,Intersercción
699.0,60.0,194.0,152.0,12.0,656.0,30.0,-68.83293175,-32.89518227,I1830,1,Intersercción
699.0,60.0,194.0,152.0,12.0,656.0,30.0,-68.83294237,-32.89521835,I1831,1,Intersercción
402.0,43.0,60.0,94.0,16.0,375.0,11.0,-68.83549672,-32.89524879,I1832,1,Intersercción
