punto_nombre,punto_numero,punto_tipo,link,poblacion_total,hogares,desocupados,0-14,65_mas,inicial,primario,egb,secundario,polimodal,superior,universitario,post_universitario,lee_y _esc,NoLee_ni_e,hacinamiento,sin_red_agua,sin_cloaca,densidad_comercios,x,y
BENEGAS TIBURCIO,6239,Interseccion,500070606,1255,422,37,280,178,41,295,63,263,37,104,315,34,1121,67,10,0,33,4,-68.84702198,-32.87441637
ALSINA ADOLFO,6247,Interseccion,500070710,831,297,49,138,160,34,134,34,217,30,78,258,16,775,36,4,0,1,28,-68.83881563,-32.87440607
VIDELA RICARDO GDOR,6259,Interseccion,500070211,963,321,19,204,155,26,204,44,278,28,95,207,9,868,41,2,0,0,5,-68.82191139,-32.87440118
BENIELLI CARLOS PROFESOR,6268,Interseccion,500070604,620,215,17,101,103,16,79,42,156,29,62,189,15,577,22,1,0,0,6,-68.85289885,-32.87446851
JUFRE JUAN,6282,Interseccion,500070211,963,321,19,204,155,26,204,44,278,28,95,207,9,868,41,2,0,0,11,-68.82401634,-32.87443121
CANGALLO,6283,Interseccion,500070211,963,321,19,204,155,26,204,44,278,28,95,207,9,868,41,2,0,0,11,-68.82402701,-32.87444024
CRISTO REDENTOR SUR AV,6291,Interseccion,500071014,1057,259,56,300,71,51,430,65,254,55,34,45,3,904,90,14,0,2,0,-68.87081812,-32.8745424
DEL CASTILLO,6292,Interseccion,500071013,12,1,0,1,0,0,3,0,0,3,5,0,0,12,0,0,0,0,0,-68.8685742,-32.87454006
SCHESTAKOW TEODORO DR,6300,Interseccion,500071020,848,259,39,190,97,35,124,80,180,50,78,225,22,766,40,1,0,23,0,-68.87834133,-32.87298844
BERMEJO,6302,Interseccion,500070211,963,321,19,204,155,26,204,44,278,28,95,207,9,868,41,2,0,0,10,-68.82317197,-32.87454723
MARTINEZ DE ROZAS JUAN,6311,Interseccion,500070604,620,215,17,101,103,16,79,42,156,29,62,189,15,577,22,1,0,0,9,-68.85213996,-32.87460287
CRISTO REDENTOR SUR AV,6323,Interseccion,500071017,1016,311,37,184,130,32,141,43,261,50,145,284,11,945,38,0,0,1,0,-68.87079246,-32.87472437
HUARPES,6326,Interseccion,500070602,581,225,27,88,114,17,52,34,135,14,71,221,13,547,15,0,0,2,6,-68.85729014,-32.87471705
MITRE BARTOLOME GRAL AV,6334,Interseccion,500070104,519,245,9,65,132,11,73,12,119,9,59,198,12,484,14,0,0,0,12,-68.84053544,-32.87470583
METRAUX ALFREDO DR,6337,Interseccion,500071020,848,259,39,190,97,35,124,80,180,50,78,225,22,766,40,1,0,23,0,-68.87797755,-32.87508516
SILVA CAYETANO,6343,Interseccion,500070604,620,215,17,101,103,16,79,42,156,29,62,189,15,577,22,1,0,0,16,-68.85124212,-32.87476411
PALACIOS PEDRO BENJAMIN,6352,Interseccion,500070211,963,321,19,204,155,26,204,44,278,28,95,207,9,868,41,2,0,0,9,-68.82298992,-32.87474535
MITRE BARTOLOME GRAL AV,6363,Interseccion,500070105,571,266,29,77,104,18,65,24,146,18,68,203,6,534,21,0,0,1,13,-68.84033229,-32.87477771
CALLE NÂº6 (BÂºFLORES SUR),6367,Interseccion,500071014,1057,259,56,300,71,51,430,65,254,55,34,45,3,904,90,14,0,2,0,-68.87010173,-32.87486626
VIDELA RICARDO GDOR,6374,Interseccion,500070211,963,321,19,204,155,26,204,44,278,28,95,207,9,868,41,2,0,0,8,-68.82293628,-32.87485348
OLASCOAGA LAURENTINO CNEL,6383,Interseccion,500070606,1255,422,37,280,178,41,295,63,263,37,104,315,34,1121,67,10,0,33,23,-68.85038703,-32.87491637
YUPANQUI ATAHUALPA,6395,Interseccion,500071014,1057,259,56,300,71,51,430,65,254,55,34,45,3,904,90,14,0,2,0,-68.86936424,-32.87500075
PASO DE LOS ANDES,6399,Interseccion,500070603,691,239,20,108,152,18,97,45,167,29,75,215,12,648,21,1,0,2,10,-68.85586854,-32.87498593
AV ESPAÃ‘A,6411,Interseccion,500070711,924,354,20,136,201,34,120,46,224,36,105,302,17,864,31,0,0,3,27,-68.83794902,-32.87500908
DE SAN MARTIN JOSE GRAL AV,6428,Interseccion,500070209,806,304,30,143,116,22,147,45,230,31,88,183,10,739,29,4,0,0,32,-68.83532032,-32.87505073
AYACUCHO,6431,Interseccion,500070209,806,304,30,143,116,22,147,45,230,31,88,183,10,739,29,4,0,0,31,-68.83503178,-32.87506838
