ID;radio_censal;punto_tipo;poblacion;hogares;desocupado;0-14;65_mas;inicial;primario;egb;secundario;polimodal;superior;universitario;post_universitario;lee_y _esc;NoLee_ni_e;hacinamiento;sin_agua;sin_cloaca;densidad_comercial;microzonificacion;macrozonificacion;x;y;index
I1223;500070607;Intersercción;794;297;32;104;127;19;122;21;175;38;88;265;24;736;27;0;0;8;24;Residencial urbano;Urbano;-68,85474081;-32,87851925;1296
I1224;500070102;Intersercción;882;273;30;138;171;21;175;59;199;33;91;218;13;803;40;3;17;22;18;Comercial;Altamente urbano;-68,84293292;-32,87852301;1297
I1225;500070214;Intersercción;750;270;14;132;86;19;150;43;181;27;84;197;7;696;25;1;0;1;58;Comercial;Altamente urbano;-68,83625417;-32,87856855;1298
I1226;500070214;Intersercción;750;270;14;132;86;19;150;43;181;27;84;197;7;696;25;1;0;1;60;Comercial;Altamente urbano;-68,83596561;-32,87859522;1299
I1227;500070102;Intersercción;882;273;30;138;171;21;175;59;199;33;91;218;13;803;40;3;17;22;20;Comercial;Altamente urbano;-68,84217397;-32,87866633;1300
I1228;500070214;Intersercción;750;270;14;132;86;19;150;43;181;27;84;197;7;696;25;1;0;1;53;Comercial;Altamente urbano;-68,83501445;-32,87865709;1301
I1229;500070102;Intersercción;882;273;30;138;171;21;175;59;199;33;91;218;13;803;40;3;17;22;19;Comercial;Altamente urbano;-68,84172501;-32,87875593;1302
I1230;500070214;Intersercción;750;270;14;132;86;19;150;43;181;27;84;197;7;696;25;1;0;1;32;Comercial;Altamente urbano;-68,8336999;-32,87875453;1303
I1231;500070105;Intersercción;571;266;29;77;104;18;65;24;146;18;68;203;6;534;21;0;0;1;18;Comercial;Altamente urbano;-68,84153261;-32,87878274;1304
I1232;500070607;Intersercción;794;297;32;104;127;19;122;21;175;38;88;265;24;736;27;0;0;8;25;Residencial urbano;Urbano;-68,85322293;-32,87881503;1305
I1233;500070102;Intersercción;882;273;30;138;171;21;175;59;199;33;91;218;13;803;40;3;17;22;7;Comercial;Altamente urbano;-68,84695023;-32,87886162;1306
I1234;500070213;Intersercción;808;311;23;156;102;37;179;36;251;37;68;149;8;738;40;5;0;1;25;Comercial;Altamente urbano;-68,83229987;-32,87885185;1307
I1235;500070608;Intersercción;949;349;16;165;115;37;106;44;170;31;109;364;31;862;44;3;0;1;10;Residencial urbano;Urbano;-68,85841614;-32,87890217;1308
I1236;500070213;Intersercción;808;311;23;156;102;37;179;36;251;37;68;149;8;738;40;5;0;1;24;Comercial;Altamente urbano;-68,83088916;-32,87894012;1309
I1237;500070212;Intersercción;470;157;12;78;85;12;118;12;145;18;60;70;8;433;20;0;0;0;18;Comercial;Altamente urbano;-68,82949981;-32,87903742;1310
I1238;500070102;Intersercción;882;273;30;138;171;21;175;59;199;33;91;218;13;803;40;3;17;22;18;Comercial;Altamente urbano;-68,84573165;-32,87908554;1311
I1239;500070608;Intersercción;949;349;16;165;115;37;106;44;170;31;109;364;31;862;44;3;0;1;17;Residencial urbano;Urbano;-68,85713344;-32,87914417;1312
I1240;500070607;Intersercción;794;297;32;104;127;19;122;21;175;38;88;265;24;736;27;0;0;8;27;Residencial urbano;Urbano;-68,85150195;-32,87914663;1313
I1241;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial UNCuyo;Especial;-68,88128593;-32,87930626;1314
I1242;500071309;Intersercción;1365;333;52;507;29;73;552;116;278;74;40;23;1;1101;149;27;72;131;;Especial UNCuyo;Especial;-68,88199493;-32,87916863;1315
I1243;500070212;Intersercción;470;157;12;78;85;12;118;12;145;18;60;70;8;433;20;0;0;0;12;Comercial;Altamente urbano;-68,82808909;-32,87912566;1316
I1244;500070212;Intersercción;470;157;12;78;85;12;118;12;145;18;60;70;8;433;20;0;0;0;7;Comercial;Altamente urbano;-68,82721275;-32,87917855;1317
I1245;500281001;Intersercción;990;314;31;218;119;42;268;52;332;43;64;112;3;889;50;2;0;6;7;Comercial;Altamente urbano;-68,82710587;-32,87918742;1318
I1246;500070607;Intersercción;794;297;32;104;127;19;122;21;175;38;88;265;24;736;27;0;0;8;23;Residencial urbano;Urbano;-68,85106369;-32,87922726;1319
I1247;500071017;Intersercción;1016;311;37;184;130;32;141;43;261;50;145;284;11;945;38;0;0;1;0;Residencial urbano;Urbano;-68,87387812;-32,87927939;1320
I1248;500070102;Intersercción;882;273;30;138;171;21;175;59;199;33;91;218;13;803;40;3;17;22;26;Comercial;Altamente urbano;-68,84448109;-32,87925531;1321
I1249;500070607;Intersercción;794;297;32;104;127;19;122;21;175;38;88;265;24;736;27;0;0;8;18;Comercial;Altamente urbano;-68,85060404;-32,87931688;1322
I1250;500070608;Intersercción;949;349;16;165;115;37;106;44;170;31;109;364;31;862;44;3;0;1;19;Residencial urbano;Urbano;-68,85618209;-32,87933243;1323
I1251;500070102;Intersercción;882;273;30;138;171;21;175;59;199;33;91;218;13;803;40;3;17;22;30;Comercial;Altamente urbano;-68,84317709;-32,87943402;1324
I1252;500070607;Intersercción;794;297;32;104;127;19;122;21;175;38;88;265;24;736;27;0;0;8;15;Residencial urbano;Urbano;-68,85501695;-32,87955651;1325
I1253;500070102;Intersercción;882;273;30;138;171;21;175;59;199;33;91;218;13;803;40;3;17;22;30;Comercial;Altamente urbano;-68,84193728;-32,87956772;1326
I1254;500070105;Intersercción;571;266;29;77;104;18;65;24;146;18;68;203;6;534;21;0;0;1;29;Comercial;Altamente urbano;-68,84175559;-32,87958552;1327
I1255;500071001;Intersercción;1179;326;30;213;85;43;95;94;138;71;86;549;67;1106;41;0;71;11;;Area de Seguridad;Natural;-68,91247542;-32,87970009;1328
I1256;500070214;Intersercción;750;270;14;132;86;19;150;43;181;27;84;197;7;696;25;1;0;1;55;Comercial;Altamente urbano;-68,83652995;-32,879687;1329
I1257;500070214;Intersercción;750;270;14;132;86;19;150;43;181;27;84;197;7;696;25;1;0;1;56;Comercial;Altamente urbano;-68,83625207;-32,87971369;1330
I1258;500070105;Intersercción;571;266;29;77;104;18;65;24;146;18;68;203;6;534;21;0;0;1;21;Comercial;Altamente urbano;-68,84056917;-32,8797373;1331
I1259;500070106;Intersercción;664;268;21;104;120;16;103;12;154;30;65;233;8;610;18;2;2;0;20;Comercial;Altamente urbano;-68,8405371;-32,87974628;1332
I1260;500070214;Intersercción;750;270;14;132;86;19;150;43;181;27;84;197;7;696;25;1;0;1;48;Comercial;Altamente urbano;-68,83508718;-32,87977528;1333
I1261;500070214;Intersercción;750;270;14;132;86;19;150;43;181;27;84;197;7;696;25;1;0;1;48;Comercial;Altamente urbano;-68,83508715;-32,87979331;1334
I1262;500070607;Intersercción;794;297;32;104;127;19;122;21;175;38;88;265;24;736;27;0;0;8;14;Residencial urbano;Urbano;-68,85349907;-32,87984328;1335
I1263;500070106;Intersercción;664;268;21;104;120;16;103;12;154;30;65;233;8;610;18;2;2;0;18;Comercial;Altamente urbano;-68,83928667;-32,87983485;1336
I1264;500070214;Intersercción;750;270;14;132;86;19;150;43;181;27;84;197;7;696;25;1;0;1;33;Comercial;Altamente urbano;-68,83375126;-32,87986368;1337
I1265;500070214;Intersercción;750;270;14;132;86;19;150;43;181;27;84;197;7;696;25;1;0;1;33;Comercial;Altamente urbano;-68,83375123;-32,87988171;1338
I1266;500070106;Intersercción;664;268;21;104;120;16;103;12;154;30;65;233;8;610;18;2;2;0;34;Comercial;Altamente urbano;-68,83797217;-32,87990529;1339
I1267;500070213;Intersercción;808;311;23;156;102;37;179;36;251;37;68;149;8;738;40;5;0;1;28;Comercial;Altamente urbano;-68,83239392;-32,87997909;1340
I1268;500070301;Intersercción;757;258;21;161;159;26;179;70;183;27;67;156;12;696;32;1;0;1;55;Comercial;Altamente urbano;-68,83661488;-32,87999369;1341
I1269;500071001;Intersercción;1179;326;30;213;85;43;95;94;138;71;86;549;67;1106;41;0;71;11;;Area de Seguridad;Natural;-68,91212236;-32,88012363;1342
I1270;500070213;Intersercción;808;311;23;156;102;37;179;36;251;37;68;149;8;738;40;5;0;1;24;Comercial;Altamente urbano;-68,83095112;-32,88007633;1343
I1271;500070109;Intersercción;634;202;18;87;97;16;102;26;184;22;54;194;9;593;24;0;0;0;15;Comercial;Altamente urbano;-68,84601836;-32,88013186;1344
I1272;500070607;Intersercción;794;297;32;104;127;19;122;21;175;38;88;265;24;736;27;0;0;8;20;Residencial urbano;Urbano;-68,85177807;-32,88017488;1345
I1273;500070609;Intersercción;498;198;16;72;82;17;75;11;123;17;61;151;15;459;18;0;4;0;14;Comercial;Altamente urbano;-68,85874534;-32,88020098;1346
I1274;500071017;Intersercción;1016;311;37;184;130;32;141;43;261;50;145;284;11;945;38;0;0;1;6;Comercial;Altamente urbano;-68,85991663;-32,87999555;1347
I1275;500070212;Intersercción;470;157;12;78;85;12;118;12;145;18;60;70;8;433;20;0;0;0;14;Comercial;Altamente urbano;-68,82954036;-32,88018262;1348
I1276;500070610;Intersercción;846;343;18;141;105;30;110;39;173;36;85;292;44;787;26;2;1;7;19;Residencial urbano;Urbano;-68,85520816;-32,88026005;1349
I1277;500070610;Intersercción;846;343;18;141;105;30;110;39;173;36;85;292;44;787;26;2;1;7;14;Residencial urbano;Urbano;-68,85361591;-32,88027623;1350
I1278;500070109;Intersercción;634;202;18;87;97;16;102;26;184;22;54;194;9;593;24;0;0;0;28;Comercial;Altamente urbano;-68,84474643;-32,88029259;1351
I1279;500070607;Intersercción;794;297;32;104;127;19;122;21;175;38;88;265;24;736;27;0;0;8;17;Comercial;Altamente urbano;-68,85105119;-32,88030927;1352
I1280;500070212;Intersercción;470;157;12;78;85;12;118;12;145;18;60;70;8;433;20;0;0;0;5;Comercial;Altamente urbano;-68,82817234;-32,88028895;1353
I1281;500070212;Intersercción;470;157;12;78;85;12;118;12;145;18;60;70;8;433;20;0;0;0;3;Comercial;Altamente urbano;-68,8274456;-32,88033303;1354
I1282;500281010;Intersercción;1045;340;50;206;137;35;250;52;314;47;108;155;5;941;57;3;0;6;3;Comercial;Altamente urbano;-68,82738148;-32,88033295;1355
I1283;500070609;Intersercción;498;198;16;72;82;17;75;11;123;17;61;151;15;459;18;0;4;0;18;Comercial;Altamente urbano;-68,85767642;-32,88039814;1356
I1284;500070109;Intersercción;634;202;18;87;97;16;102;26;184;22;54;194;9;593;24;0;0;0;38;Comercial;Altamente urbano;-68,84344244;-32,88046228;1357
I1285;500070609;Intersercción;498;198;16;72;82;17;75;11;123;17;61;151;15;459;18;0;4;0;22;Comercial;Altamente urbano;-68,85652196;-32,88062224;1358
I1286;500070109;Intersercción;634;202;18;87;97;16;102;26;184;22;54;194;9;593;24;0;0;0;36;Comercial;Altamente urbano;-68,84223462;-32,88062307;1359
I1287;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial UNCuyo;Especial;-68,88156497;-32,88040341;1360
I1288;500070108;Intersercción;668;239;17;82;113;9;76;22;210;17;80;210;10;627;17;0;0;0;35;Comercial;Altamente urbano;-68,84203154;-32,88064986;1361
I1289;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial UNCuyo;Especial;-68,88235353;-32,88065168;1362
I1290;500070108;Intersercción;668;239;17;82;113;9;76;22;210;17;80;210;10;627;17;0;0;0;33;Comercial;Altamente urbano;-68,84083445;-32,8807836;1363
I1291;500071001;Intersercción;1179;326;30;213;85;43;95;94;138;71;86;549;67;1106;41;0;71;11;;Natural de amortiguacion;Natural;-68,91164074;-32,88088071;1364
I1292;500070610;Intersercción;846;343;18;141;105;30;110;39;173;36;85;292;44;787;26;2;1;7;21;Comercial;Altamente urbano;-68,85535683;-32,88083731;1365
I1293;500070301;Intersercción;757;258;21;161;159;26;179;70;183;27;67;156;12;696;32;1;0;1;68;Comercial;Altamente urbano;-68,83684834;-32,88088667;1366
I1294;500070301;Intersercción;757;258;21;161;159;26;179;70;183;27;67;156;12;696;32;1;0;1;67;Comercial;Altamente urbano;-68,83655978;-32,88090432;1367
I1295;500070107;Intersercción;704;212;25;91;142;10;131;11;218;10;58;205;27;660;24;0;0;0;39;Comercial;Altamente urbano;-68,83957323;-32,88092626;1368
I1296;500070301;Intersercción;757;258;21;161;159;26;179;70;183;27;67;156;12;696;32;1;0;1;68;Comercial;Altamente urbano;-68,83655974;-32,88092236;1369
I1297;500070107;Intersercción;704;212;25;91;142;10;131;11;218;10;58;205;27;660;24;0;0;0;45;Comercial;Altamente urbano;-68,83897469;-32,88098861;1370
I1298;500070301;Intersercción;757;258;21;161;159;26;179;70;183;27;67;156;12;696;32;1;0;1;53;Comercial;Altamente urbano;-68,83518107;-32,88101072;1371
I1299;500070301;Intersercción;757;258;21;161;159;26;179;70;183;27;67;156;12;696;32;1;0;1;53;Comercial;Altamente urbano;-68,83518103;-32,88102875;1372
I1300;500070107;Intersercción;704;212;25;91;142;10;131;11;218;10;58;205;27;660;24;0;0;0;59;Comercial;Altamente urbano;-68,83827998;-32,88105083;1373
I1301;500070610;Intersercción;846;343;18;141;105;30;110;39;173;36;85;292;44;787;26;2;1;7;16;Comercial;Altamente urbano;-68,85382824;-32,88112407;1374
I1302;500070301;Intersercción;757;258;21;161;159;26;179;70;183;27;67;156;12;696;32;1;0;1;46;Comercial;Altamente urbano;-68,83384512;-32,88110814;1375
I1303;500070301;Intersercción;757;258;21;161;159;26;179;70;183;27;67;156;12;696;32;1;0;1;46;Comercial;Altamente urbano;-68,83384508;-32,88112617;1376
I1304;500070302;Intersercción;841;311;52;125;132;14;121;47;260;16;102;242;6;803;13;1;2;0;73;Comercial;Altamente urbano;-68,83692261;-32,8811753;1377
I1305;500070109;Intersercción;634;202;18;87;97;16;102;26;184;22;54;194;9;593;24;0;0;0;15;Comercial;Altamente urbano;-68,84630498;-32,88123227;1378
I1306;500070301;Intersercción;757;258;21;161;159;26;179;70;183;27;67;156;12;696;32;1;0;1;34;Comercial;Altamente urbano;-68,83243434;-32,88121446;1379
I1307;500070301;Intersercción;757;258;21;161;159;26;179;70;183;27;67;156;12;696;32;1;0;1;22;Comercial;Altamente urbano;-68,83100217;-32,88132975;1380
I1308;500070109;Intersercción;634;202;18;87;97;16;102;26;184;22;54;194;9;593;24;0;0;0;31;Comercial;Altamente urbano;-68,84503298;-32,88142907;1381
I1309;500070301;Intersercción;757;258;21;161;159;26;179;70;183;27;67;156;12;696;32;1;0;1;11;Comercial;Altamente urbano;-68,82963417;-32,88141806;1382
I1310;500070610;Intersercción;846;343;18;141;105;30;110;39;173;36;85;292;44;787;26;2;1;7;16;Comercial;Altamente urbano;-68,8521179;-32,88145568;1383
I1311;500070611;Intersercción;358;138;7;50;57;13;42;17;78;10;39;135;8;331;18;0;0;0;13;Residencial urbano;Urbano;-68,85814489;-32,8814807;1384
I1312;500070302;Intersercción;841;311;52;125;132;14;121;47;260;16;102;242;6;803;13;1;2;0;3;Comercial;Altamente urbano;-68,82823412;-32,8814973;1385
I1313;500070607;Intersercción;794;297;32;104;127;19;122;21;175;38;88;265;24;736;27;0;0;8;12;Comercial;Altamente urbano;-68,85133756;-32,88159903;1386
I1314;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;0;Residencial urbano;Urbano;-68,87363487;-32,88154494;1387
I1315;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;0;Residencial urbano;Urbano;-68,87358622;-32,88150908;1388
I1316;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;0;Residencial urbano;Urbano;-68,87364142;-32,88155049;1389
I1317;500070109;Intersercción;634;202;18;87;97;16;102;26;184;22;54;194;9;593;24;0;0;0;38;Comercial;Altamente urbano;-68,84376098;-32,88162586;1390
I1318;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;0;Residencial urbano;Urbano;-68,8736733;-32,88167675;1391
I1319;500070611;Intersercción;358;138;7;50;57;13;42;17;78;10;39;135;8;331;18;0;0;0;14;Residencial urbano;Urbano;-68,8568087;-32,88173165;1392
I1320;500070109;Intersercción;634;202;18;87;97;16;102;26;184;22;54;194;9;593;24;0;0;0;42;Comercial;Altamente urbano;-68,84253185;-32,88174154;1393
I1321;500070108;Intersercción;668;239;17;82;113;9;76;22;210;17;80;210;10;627;17;0;0;0;43;Comercial;Altamente urbano;-68,84232878;-32,88175932;1394
I1322;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;1;Especial Parque Gral. San Marti­n;Especial;-68,87351275;-32,88185693;1395
I1323;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;0;Especial Parque Gral. San Marti­n;Especial;-68,87360902;-32,88179391;1396
I1324;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;1;Especial Parque Gral. San Marti­n;Especial;-68,87317102;-32,88169428;1397
I1325;500070108;Intersercción;668;239;17;82;113;9;76;22;210;17;80;210;10;627;17;0;0;0;50;Comercial;Altamente urbano;-68,84112103;-32,88187501;1398
I1326;500070610;Intersercción;846;343;18;141;105;30;110;39;173;36;85;292;44;787;26;2;1;7;18;Residencial urbano;Urbano;-68,85565424;-32,88194673;1399
I1327;500070107;Intersercción;704;212;25;91;142;10;131;11;218;10;58;205;27;660;24;0;0;0;58;Comercial;Altamente urbano;-68,83983847;-32,88199059;1400
I1328;500070107;Intersercción;704;212;25;91;142;10;131;11;218;10;58;205;27;660;24;0;0;0;62;Comercial;Altamente urbano;-68,83926132;-32,88204395;1401
I1329;500070107;Intersercción;704;212;25;91;142;10;131;11;218;10;58;205;27;660;24;0;0;0;74;Comercial;Altamente urbano;-68,83855589;-32,88211518;1402
I1330;500070610;Intersercción;846;343;18;141;105;30;110;39;173;36;85;292;44;787;26;2;1;7;20;Residencial urbano;Urbano;-68,85411495;-32,88223348;1403
I1331;500070302;Intersercción;841;311;52;125;132;14;121;47;260;16;102;242;6;803;13;1;2;0;88;Comercial;Altamente urbano;-68,83720917;-32,88224869;1404
I1332;500070302;Intersercción;841;311;52;125;132;14;121;47;260;16;102;242;6;803;13;1;2;0;88;Comercial;Altamente urbano;-68,83690993;-32,88226633;1405
I1333;500070302;Intersercción;841;311;52;125;132;14;121;47;260;16;102;242;6;803;13;1;2;0;68;Comercial;Altamente urbano;-68,83525338;-32,88235433;1406
I1334;500070110;Intersercción;322;109;12;32;70;7;47;7;82;9;39;117;7;304;12;0;0;0;21;Central;Altamente urbano;-68,8466128;-32,88244091;1407
I1335;500070302;Intersercción;841;311;52;125;132;14;121;47;260;16;102;242;6;803;13;1;2;0;63;Comercial;Altamente urbano;-68,83391746;-32,8824247;1408
I1336;500070501;Intersercción;665;253;17;95;137;20;112;26;147;23;68;222;24;627;19;1;0;0;21;Residencial urbano;Urbano;-68,85857073;-32,88249107;1409
I1337;500070302;Intersercción;841;311;52;125;132;14;121;47;260;16;102;242;6;803;13;1;2;0;45;Comercial;Altamente urbano;-68,83248536;-32,88249492;1410
I1338;500070610;Intersercción;846;343;18;141;105;30;110;39;173;36;85;292;44;787;26;2;1;7;22;Residencial urbano;Urbano;-68,8524046;-32,88255608;1411
I1339;500070610;Intersercción;846;343;18;141;105;30;110;39;173;36;85;292;44;787;26;2;1;7;22;Residencial urbano;Urbano;-68,85234047;-32,88256502;1412
I1340;500070302;Intersercción;841;311;52;125;132;14;121;47;260;16;102;242;6;803;13;1;2;0;23;Comercial;Altamente urbano;-68,83107463;-32,88256516;1413
I1341;500070302;Intersercción;841;311;52;125;132;14;121;47;260;16;102;242;6;803;13;1;2;0;9;Comercial;Altamente urbano;-68,82970663;-32,88264446;1414
I1342;500070110;Intersercción;322;109;12;32;70;7;47;7;82;9;39;117;7;304;12;0;0;0;37;Central;Altamente urbano;-68,84535141;-32,8826738;1415
I1343;500070607;Intersercción;794;297;32;104;127;19;122;21;175;38;88;265;24;736;27;0;0;8;22;Comercial;Altamente urbano;-68,85154942;-32,88271738;1416
I1344;500281010;Intersercción;1045;340;50;206;137;35;250;52;314;47;108;155;5;941;57;3;0;6;1;Comercial;Altamente urbano;-68,82801801;-32,88273232;1417
I1345;500070501;Intersercción;665;253;17;95;137;20;112;26;147;23;68;222;24;627;19;1;0;0;26;Residencial urbano;Urbano;-68,85862362;-32,88283377;1418
I1346;500070110;Intersercción;322;109;12;32;70;7;47;7;82;9;39;117;7;304;12;0;0;0;49;Central;Altamente urbano;-68,84409001;-32,88290667;1419
I1347;500070501;Intersercción;665;253;17;95;137;20;112;26;147;23;68;222;24;627;19;1;0;0;29;Residencial urbano;Urbano;-68,85714867;-32,88297637;1420
I1348;500070607;Intersercción;794;297;32;104;127;19;122;21;175;38;88;265;24;736;27;0;0;8;17;Comercial;Altamente urbano;-68,84988182;-32,88303098;1421
I1349;500070110;Intersercción;322;109;12;32;70;7;47;7;82;9;39;117;7;304;12;0;0;0;72;Central;Altamente urbano;-68,84288205;-32,88313058;1422
I1350;500070303;Intersercción;743;302;23;121;96;21;115;47;203;26;94;187;16;691;32;2;0;1;115;Comercial;Altamente urbano;-68,83712208;-32,88312321;1423
I1351;500071001;Intersercción;1179;326;30;213;85;43;95;94;138;71;86;549;67;1106;41;0;71;11;;Especial Club San Ceferino;Interfaz;-68,91044155;-32,88320622;1424
I1352;500070108;Intersercción;668;239;17;82;113;9;76;22;210;17;80;210;10;627;17;0;0;0;78;Central;Altamente urbano;-68,84268961;-32,88317542;1425
I1353;500071302;Intersercción;1124;297;37;358;46;69;407;147;236;94;20;31;0;940;110;33;0;39;;Especial Club San Ceferino;Interfaz;-68,91039871;-32,88329636;1426
I1354;500071309;Intersercción;1365;333;52;507;29;73;552;116;278;74;40;23;1;1101;149;27;72;131;;Especial Parque Gral. San Marti­n;Especial;-68,88636488;-32,88330388;1427
I1355;500070108;Intersercción;668;239;17;82;113;9;76;22;210;17;80;210;10;627;17;0;0;0;114;Central;Altamente urbano;-68,84150304;-32,88339033;1428
I1356;500070303;Intersercción;743;302;23;121;96;21;115;47;203;26;94;187;16;691;32;2;0;1;136;Central;Altamente urbano;-68,83752748;-32,88350245;1429
I1357;500070115;Intersercción;411;192;11;50;100;13;41;11;90;8;57;160;17;390;10;2;0;0;36;Central;Altamente urbano;-68,84689944;-32,88354132;1430
I1358;500070303;Intersercción;743;302;23;121;96;21;115;47;203;26;94;187;16;691;32;2;0;1;119;Central;Altamente urbano;-68,83684349;-32,88352861;1431
I1359;500070303;Intersercción;743;302;23;121;96;21;115;47;203;26;94;187;16;691;32;2;0;1;113;Central;Altamente urbano;-68,83666181;-32,88353739;1432
I1360;500070501;Intersercción;665;253;17;95;137;20;112;26;147;23;68;222;24;627;19;1;0;0;34;Comercial;Altamente urbano;-68,85870793;-32,88357325;1433
I1361;500070501;Intersercción;665;253;17;95;137;20;112;26;147;23;68;222;24;627;19;1;0;0;11;Comercial;Altamente urbano;-68,86059947;-32,88349424;1434
I1362;500070303;Intersercción;743;302;23;121;96;21;115;47;203;26;94;187;16;691;32;2;0;1;69;Central;Altamente urbano;-68,83531522;-32,88358972;1435
I1363;500070501;Intersercción;665;253;17;95;137;20;112;26;147;23;68;222;24;627;19;1;0;0;37;Comercial;Altamente urbano;-68,85731859;-32,8836348;1436
I1364;500070107;Intersercción;704;212;25;91;142;10;131;11;218;10;58;205;27;660;24;0;0;0;141;Central;Altamente urbano;-68,84026299;-32,88362319;1437
I1365;500071017;Intersercción;1016;311;37;184;130;32;141;43;261;50;145;284;11;945;38;0;0;1;5;Especial Parque Gral. San Marti­n;Especial;-68,8612298;-32,88366625;1438
I1366;500071017;Intersercción;1016;311;37;184;130;32;141;43;261;50;145;284;11;945;38;0;0;1;0;Especial Ejercito;Especial;-68,86618966;-32,88277898;1439
I1367;500070303;Intersercción;743;302;23;121;96;21;115;47;203;26;94;187;16;691;32;2;0;1;54;Comercial;Altamente urbano;-68,83397931;-32,88364206;1440
I1368;500070502;Intersercción;672;260;22;78;106;16;77;30;148;26;78;264;12;640;16;1;0;2;37;Comercial;Altamente urbano;-68,85610025;-32,8836875;1441
I1369;500070303;Intersercción;743;302;23;121;96;21;115;47;203;26;94;187;16;691;32;2;0;1;45;Comercial;Altamente urbano;-68,83253654;-32,88369424;1442
I1370;500070502;Intersercción;672;260;22;78;106;16;77;30;148;26;78;264;12;640;16;1;0;2;39;Comercial;Altamente urbano;-68,85451854;-32,88375781;1443
I1371;500070303;Intersercción;743;302;23;121;96;21;115;47;203;26;94;187;16;691;32;2;0;1;25;Comercial;Altamente urbano;-68,8311472;-32,88374647;1444
I1372;500070115;Intersercción;411;192;11;50;100;13;41;11;90;8;57;160;17;390;10;2;0;0;58;Central;Altamente urbano;-68,84563803;-32,88377421;1445
I1373;500070303;Intersercción;743;302;23;121;96;21;115;47;203;26;94;187;16;691;32;2;0;1;9;Comercial;Altamente urbano;-68,82976854;-32,8837987;1446
I1374;500070502;Intersercción;672;260;22;78;106;16;77;30;148;26;78;264;12;640;16;1;0;2;42;Comercial;Altamente urbano;-68,85269101;-32,88383682;1447
I1375;500070107;Intersercción;704;212;25;91;142;10;131;11;218;10;58;205;27;660;24;0;0;0;170;Central;Altamente urbano;-68,83901225;-32,88385603;1448
I1376;500070502;Intersercción;672;260;22;78;106;16;77;30;148;26;78;264;12;640;16;1;0;2;45;Comercial;Altamente urbano;-68,8516009;-32,88388963;1449
I1377;500070115;Intersercción;411;192;11;50;100;13;41;11;90;8;57;160;17;390;10;2;0;0;78;Central;Altamente urbano;-68,84437662;-32,88400709;1450
I1378;500070303;Intersercción;743;302;23;121;96;21;115;47;203;26;94;187;16;691;32;2;0;1;169;Central;Altamente urbano;-68,837676;-32,88409776;1451
I1379;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial Parque Gral. San Marti­n;Especial;-68,87330466;-32,88417397;1452
I1380;500070607;Intersercción;794;297;32;104;127;19;122;21;175;38;88;265;24;736;27;0;0;8;44;Comercial;Altamente urbano;-68,85014713;-32,88413135;1453
I1381;500071309;Intersercción;1365;333;52;507;29;73;552;116;278;74;40;23;1;1101;149;27;72;131;;Especial Parque Gral. San Marti­n;Especial;-68,87412791;-32,88420029;1454
I1382;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial UNCuyo;Especial;-68,87879884;-32,88333285;1455
I1383;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial Parque Gral. San Marti­n;Especial;-68,87344337;-32,8843274;1456
I1384;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial Parque Gral. San Marti­n;Especial;-68,873454;-32,88436348;1457
I1385;500071310;Intersercción;5;0;0;0;1;0;4;0;0;0;0;1;0;3;2;0;0;0;;Especial Parque Gral. San Marti­n;Especial;-68,87298373;-32,88440809;1458
I1386;500070115;Intersercción;411;192;11;50;100;13;41;11;90;8;57;160;17;390;10;2;0;0;111;Central;Altamente urbano;-68,84317933;-32,88423101;1459
I1387;500070108;Intersercción;668;239;17;82;113;9;76;22;210;17;80;210;10;627;17;0;0;0;119;Central;Altamente urbano;-68,84298691;-32,88426684;1460
I1388;500071309;Intersercción;1365;333;52;507;29;73;552;116;278;74;40;23;1;1101;149;27;72;131;;Especial Parque Gral. San Marti­n;Especial;-68,87327206;-32,88455265;1461
I1389;500070607;Intersercción;794;297;32;104;127;19;122;21;175;38;88;265;24;736;27;0;0;8;42;Comercial;Altamente urbano;-68,84862918;-32,88440003;1462
I1390;500070109;Intersercción;634;202;18;87;97;16;102;26;184;22;54;194;9;593;24;0;0;0;43;Comercial;Altamente urbano;-68,8485116;-32,88441792;1463
