ID;radio_censal;punto_tipo;poblacion;hogares;desocupado;0-14;65_mas;inicial;primario;egb;secundario;polimodal;superior;universitario;post_universitario;lee_y _esc;NoLee_ni_e;hacinamiento;sin_agua;sin_cloaca;densidad_comercial;microzonificacion;macrozonificacion;x;y;index
I515;500070801;Intersercción;562;164;17;106;53;21;66;19;97;22;68;223;14;510;25;0;0;2;42;Central;Altamente urbano;-68,84510192;-32,89708246;588
I516;500490914;Intersercción;935;293;62;183;128;27;220;63;293;69;74;115;1;852;41;4;0;6;10;N/A;N/A;-68,83023402;-32,8666537;589
I517;500071005;Intersercción;1244;335;66;350;129;56;491;101;320;63;39;33;1;1054;108;23;0;12;29;Residencial urbano;Urbano;-68,86628859;-32,86671096;590
I518;500071019;Intersercción;1190;351;23;208;113;43;76;103;141;61;93;576;66;1120;44;0;66;3;2;Residencial suburbano;Interfaz;-68,88683473;-32,86675828;591
I519;500071001;Intersercción;1179;326;30;213;85;43;95;94;138;71;86;549;67;1106;41;0;71;11;;Residencial suburbano;Interfaz;-68,89285091;-32,86565818;592
I520;500071019;Intersercción;1190;351;23;208;113;43;76;103;141;61;93;576;66;1120;44;0;66;3;2;Residencial suburbano;Interfaz;-68,88683905;-32,86679138;593
I521;500071019;Intersercción;1190;351;23;208;113;43;76;103;141;61;93;576;66;1120;44;0;66;3;2;Residencial suburbano;Interfaz;-68,88684359;-32,86679052;594
I522;500070201;Intersercción;1065;365;37;215;150;32;217;58;292;52;108;231;10;977;45;2;4;1;20;Residencial urbano;Urbano;-68,83226931;-32,86670604;595
I523;500070201;Intersercción;1065;365;37;215;150;32;217;58;292;52;108;231;10;977;45;2;4;1;16;N/A;N/A;-68,83179385;-32,8667054;596
I524;500071101;Intersercción;643;210;12;94;101;16;58;37;93;25;57;294;32;598;22;0;1;2;3;Residencial urbano;Urbano;-68,85696099;-32,86675474;597
I525;500071008;Intersercción;1174;293;99;342;103;38;514;80;271;70;25;43;0;1008;81;19;0;7;29;Residencial urbano;Urbano;-68,86611749;-32,86680996;598
I526;500071101;Intersercción;643;210;12;94;101;16;58;37;93;25;57;294;32;598;22;0;1;2;3;Residencial urbano;Urbano;-68,85832849;-32,86682843;599
I527;500071007;Intersercción;612;241;27;125;81;19;111;29;172;28;85;117;10;553;27;0;1;7;3;Residencial urbano;Urbano;-68,85848552;-32,86684226;600
I528;500071008;Intersercción;1174;293;99;342;103;38;514;80;271;70;25;43;0;1008;81;19;0;7;1;Residencial urbano;Urbano;-68,86166198;-32,86686823;601
I529;500071008;Intersercción;1174;293;99;342;103;38;514;80;271;70;25;43;0;1008;81;19;0;7;28;Residencial urbano;Urbano;-68,86552971;-32,8668995;602
I530;500070703;Intersercción;714;254;19;141;109;28;96;51;184;35;86;178;10;649;32;6;0;2;16;Residencial urbano;Urbano;-68,83461958;-32,86687147;603
I531;500071005;Intersercción;1244;335;66;350;129;56;491;101;320;63;39;33;1;1054;108;23;0;12;6;Residencial urbano;Urbano;-68,86804048;-32,86695627;604
I532;500070703;Intersercción;714;254;19;141;109;28;96;51;184;35;86;178;10;649;32;6;0;2;9;Residencial urbano;Urbano;-68,83593367;-32,8669273;605
I533;500071004;Intersercción;1587;381;43;470;156;84;492;306;295;166;23;33;0;1360;132;30;0;6;0;Residencial urbano;Urbano;-68,87040172;-32,86697678;606
I534;500071008;Intersercción;1174;293;99;342;103;38;514;80;271;70;25;43;0;1008;81;19;0;7;21;Residencial urbano;Urbano;-68,86494194;-32,86698002;607
I535;500490919;Intersercción;541;173;31;129;75;10;131;70;162;31;32;62;1;493;23;3;0;2;15;Residencial urbano;Urbano;-68,82165922;-32,8669258;608
I536;500071008;Intersercción;1174;293;99;342;103;38;514;80;271;70;25;43;0;1008;81;19;0;7;18;Residencial urbano;Urbano;-68,86474958;-32,86700686;609
I537;500070704;Intersercción;669;233;25;106;115;20;100;27;178;13;93;194;14;624;22;0;0;1;15;Residencial urbano;Urbano;-68,83724777;-32,8669741;610
I538;500071003;Intersercción;921;277;26;177;98;39;99;50;188;51;92;330;31;856;33;0;1;1;2;Residencial urbano;Urbano;-68,87865005;-32,86703915;611
I539;500071003;Intersercción;921;277;26;177;98;39;99;50;188;51;92;330;31;856;33;0;1;1;1;Residencial urbano;Urbano;-68,87937606;-32,86689985;612
I540;500490913;Intersercción;933;258;37;248;104;33;252;129;259;48;59;69;3;832;56;9;1;11;15;Residencial urbano;Urbano;-68,82145612;-32,8669706;613
I541;500490913;Intersercción;933;258;37;248;104;33;252;129;259;48;59;69;3;832;56;9;1;11;14;N/A;N/A;-68,82134928;-32,86697045;614
I542;500070706;Intersercción;784;305;27;106;122;18;116;26;194;29;109;236;18;735;23;1;5;0;8;Comercial;Altamente urbano;-68,84400029;-32,86701878;615
I543;500070202;Intersercción;763;250;20;172;94;23;173;47;224;22;83;127;2;681;40;2;0;0;17;Residencial urbano;Urbano;-68,82262067;-32,86699931;616
I544;500070202;Intersercción;763;250;20;172;94;23;173;47;224;22;83;127;2;681;40;2;0;0;16;Residencial urbano;Urbano;-68,82171784;-32,86699802;617
I545;500070202;Intersercción;763;250;20;172;94;23;173;47;224;22;83;127;2;681;40;2;0;0;16;Residencial urbano;Urbano;-68,8216751;-32,86699796;618
I546;500490913;Intersercción;933;258;37;248;104;33;252;129;259;48;59;69;3;832;56;9;1;11;11;N/A;N/A;-68,82068943;-32,86701008;619
I547;500071008;Intersercción;1174;293;99;342;103;38;514;80;271;70;25;43;0;1008;81;19;0;7;12;Residencial urbano;Urbano;-68,86430073;-32,86706949;620
I548;500071004;Intersercción;1587;381;43;470;156;84;492;306;295;166;23;33;0;1360;132;30;0;6;1;Residencial urbano;Urbano;-68,86868134;-32,8670922;621
I549;500070705;Intersercción;656;248;32;103;125;13;120;35;189;22;69;170;9;617;19;0;1;3;6;Residencial urbano;Urbano;-68,84123291;-32,8670694;622
I550;500490913;Intersercción;933;258;37;248;104;33;252;129;259;48;59;69;3;832;56;9;1;11;9;N/A;N/A;-68,82008835;-32,86704979;623
I551;500070215;Intersercción;517;178;22;108;90;28;146;19;161;19;40;73;2;467;30;0;0;1;15;Residencial urbano;Urbano;-68,82134106;-32,86707413;624
I552;500490913;Intersercción;933;258;37;248;104;33;252;129;259;48;59;69;3;832;56;9;1;11;9;N/A;N/A;-68,81974106;-32,86707183;625
I553;500071107;Intersercción;770;257;15;143;149;26;168;34;212;33;72;178;7;712;27;2;0;4;11;Residencial urbano;Urbano;-68,8452502;-32,86711951;626
I554;500071004;Intersercción;1587;381;43;470;156;84;492;306;295;166;23;33;0;1360;132;30;0;6;1;Residencial urbano;Urbano;-68,86869194;-32,86715533;627
I555;500070705;Intersercción;656;248;32;103;125;13;120;35;189;22;69;170;9;617;19;0;1;3;9;Residencial urbano;Urbano;-68,83994;-32,86712185;628
I556;500071103;Intersercción;764;265;28;129;146;24;125;15;170;27;83;251;26;704;27;0;0;1;5;Residencial urbano;Urbano;-68,85261177;-32,86714644;629
I557;500070705;Intersercción;656;248;32;103;125;13;120;35;189;22;69;170;9;617;19;0;1;3;11;Residencial urbano;Urbano;-68,83952327;-32,86713935;630
I558;500071005;Intersercción;1244;335;66;350;129;56;491;101;320;63;39;33;1;1054;108;23;0;12;4;Residencial urbano;Urbano;-68,86809356;-32,86718175;631
I559;500071008;Intersercción;1174;293;99;342;103;38;514;80;271;70;25;43;0;1008;81;19;0;7;5;Residencial urbano;Urbano;-68,86349922;-32,86718584;632
I560;500490913;Intersercción;933;258;37;248;104;33;252;129;259;48;59;69;3;832;56;9;1;11;7;N/A;N/A;-68,81882208;-32,86712911;633
I561;500070215;Intersercción;517;178;22;108;90;28;146;19;161;19;40;73;2;467;30;0;0;1;10;Residencial urbano;Urbano;-68,82009885;-32,86713997;634
I562;500071106;Intersercción;1019;362;38;153;189;29;163;44;246;38;131;300;22;950;36;1;1;2;12;Residencial urbano;Urbano;-68,84609416;-32,86718367;635
I563;500070202;Intersercción;763;250;20;172;94;23;173;47;224;22;83;127;2;681;40;2;0;0;13;Residencial urbano;Urbano;-68,82412688;-32,86715472;636
I564;500070202;Intersercción;763;250;20;172;94;23;173;47;224;22;83;127;2;681;40;2;0;0;11;Residencial urbano;Urbano;-68,82546629;-32,86712127;637
I565;500071005;Intersercción;1244;335;66;350;129;56;491;101;320;63;39;33;1;1054;108;23;0;12;24;Residencial urbano;Urbano;-68,86640536;-32,86721603;638
I566;500071008;Intersercción;1174;293;99;342;103;38;514;80;271;70;25;43;0;1008;81;19;0;7;4;Residencial urbano;Urbano;-68,86314655;-32,86723956;639
I567;500071102;Intersercción;878;309;27;123;192;20;115;38;181;41;91;327;36;831;25;0;0;2;10;Residencial urbano;Urbano;-68,85377625;-32,86722896;640
I568;500070201;Intersercción;1065;365;37;215;150;32;217;58;292;52;108;231;10;977;45;2;4;1;30;Comercial;Altamente urbano;-68,83320859;-32,86721224;641
I569;500070202;Intersercción;763;250;20;172;94;23;173;47;224;22;83;127;2;681;40;2;0;0;17;Residencial urbano;Urbano;-68,82265233;-32,86719772;642
I570;500071019;Intersercción;1190;351;23;208;113;43;76;103;141;61;93;576;66;1120;44;0;66;3;0;Residencial suburbano;Interfaz;-68,88425909;-32,86728792;643
I571;500490913;Intersercción;933;258;37;248;104;33;252;129;259;48;59;69;3;832;56;9;1;11;4;N/A;N/A;-68,81786029;-32,86721789;644
I572;500071008;Intersercción;1174;293;99;342;103;38;514;80;271;70;25;43;0;1008;81;19;0;7;3;Residencial urbano;Urbano;-68,86280457;-32,86728427;645
I573;500071001;Intersercción;1179;326;30;213;85;43;95;94;138;71;86;549;67;1106;41;0;71;11;;Residencial suburbano;Interfaz;-68,89076593;-32,86732082;646
I574;500071001;Intersercción;1179;326;30;213;85;43;95;94;138;71;86;549;67;1106;41;0;71;11;;Residencial suburbano;Interfaz;-68,89059759;-32,86674164;647
I575;500070215;Intersercción;517;178;22;108;90;28;146;19;161;19;40;73;2;467;30;0;0;1;7;Residencial urbano;Urbano;-68,81881382;-32,86725083;648
I576;500070201;Intersercción;1065;365;37;215;150;32;217;58;292;52;108;231;10;977;45;2;4;1;25;Residencial urbano;Urbano;-68,83242851;-32,86727432;649
I577;500070704;Intersercción;669;233;25;106;115;20;100;27;178;13;93;194;14;624;22;0;0;1;14;Residencial urbano;Urbano;-68,83873234;-32,86729162;650
I578;500070706;Intersercción;784;305;27;106;122;18;116;26;194;29;109;236;18;735;23;1;5;0;6;Comercial;Altamente urbano;-68,84290995;-32,86731497;651
I579;500070704;Intersercción;669;233;25;106;115;20;100;27;178;13;93;194;14;624;22;0;0;1;15;Residencial urbano;Urbano;-68,83862546;-32,86730952;652
I580;;Intersercción;;;;;;;;;;;;;;;;;;;3;N/A;N/A;-68,81730991;-32,8672802;653
I581;500071019;Intersercción;1190;351;23;208;113;43;76;103;141;61;93;576;66;1120;44;0;66;3;2;Residencial suburbano;Interfaz;-68,88701553;-32,86741668;654
I582;500071019;Intersercción;1190;351;23;208;113;43;76;103;141;61;93;576;66;1120;44;0;66;3;2;Residencial suburbano;Interfaz;-68,88702474;-32,86744881;655
I583;500071019;Intersercción;1190;351;23;208;113;43;76;103;141;61;93;576;66;1120;44;0;66;3;2;Residencial suburbano;Interfaz;-68,88701985;-32,86744978;656
I584;500071001;Intersercción;1179;326;30;213;85;43;95;94;138;71;86;549;67;1106;41;0;71;11;;Residencial suburbano;Interfaz;-68,89310497;-32,86624529;657
I585;500071003;Intersercción;921;277;26;177;98;39;99;50;188;51;92;330;31;856;33;0;1;1;4;Residencial urbano;Urbano;-68,88061549;-32,86741975;658
I586;500071008;Intersercción;1174;293;99;342;103;38;514;80;271;70;25;43;0;1008;81;19;0;7;2;Residencial urbano;Urbano;-68,86182138;-32,86742746;659
I587;500071019;Intersercción;1190;351;23;208;113;43;76;103;141;61;93;576;66;1120;44;0;66;3;0;Residencial suburbano;Interfaz;-68,88336136;-32,86746743;660
I588;500071019;Intersercción;1190;351;23;208;113;43;76;103;141;61;93;576;66;1120;44;0;66;3;1;Residencial suburbano;Interfaz;-68,88367135;-32,86549599;661
I589;500071005;Intersercción;1244;335;66;350;129;56;491;101;320;63;39;33;1;1054;108;23;0;12;3;Residencial urbano;Urbano;-68,86814659;-32,86745232;662
I590;500071004;Intersercción;1587;381;43;470;156;84;492;306;295;166;23;33;0;1360;132;30;0;6;0;Residencial urbano;Urbano;-68,87045443;-32,86746374;663
I591;500491013;Intersercción;730;231;21;137;126;23;153;31;236;19;69;151;2;669;34;2;0;3;3;N/A;N/A;-68,81730162;-32,86741544;664
I592;500071003;Intersercción;921;277;26;177;98;39;99;50;188;51;92;330;31;856;33;0;1;1;2;Residencial urbano;Urbano;-68,87596755;-32,86754147;665
I593;500071008;Intersercción;1174;293;99;342;103;38;514;80;271;70;25;43;0;1008;81;19;0;7;1;Residencial urbano;Urbano;-68,86114697;-32,86752386;666
I594;500070706;Intersercción;784;305;27;106;122;18;116;26;194;29;109;236;18;735;23;1;5;0;12;Comercial;Altamente urbano;-68,84413827;-32,86754193;667
I595;500070704;Intersercción;669;233;25;106;115;20;100;27;178;13;93;194;14;624;22;0;0;1;14;Residencial urbano;Urbano;-68,8373963;-32,86755138;668
I596;500071004;Intersercción;1587;381;43;470;156;84;492;306;295;166;23;33;0;1360;132;30;0;6;1;Residencial urbano;Urbano;-68,8688088;-32,8676063;669
I597;500071106;Intersercción;1019;362;38;153;189;29;163;44;246;38;131;300;22;950;36;1;1;2;21;Residencial urbano;Urbano;-68,84885001;-32,86762886;670
I598;500071020;Intersercción;848;259;39;190;97;35;124;80;180;50;78;225;22;766;40;1;0;23;0;Residencial urbano;Urbano;-68,87497097;-32,86773375;671
I599;500071009;Intersercción;1259;325;107;361;98;53;517;78;335;72;37;52;1;1101;83;11;2;11;7;Residencial urbano;Urbano;-68,86443869;-32,86769181;672
I600;500071005;Intersercción;1244;335;66;350;129;56;491;101;320;63;39;33;1;1054;108;23;0;12;16;Residencial urbano;Urbano;-68,86651148;-32,86770306;673
I601;500071106;Intersercción;1019;362;38;153;189;29;163;44;246;38;131;300;22;950;36;1;1;2;18;Residencial urbano;Urbano;-68,85016408;-32,86770258;674
I602;500071103;Intersercción;764;265;28;129;146;24;125;15;170;27;83;251;26;704;27;0;0;1;13;Residencial urbano;Urbano;-68,85256808;-32,86772347;675
I603;500070706;Intersercción;784;305;27;106;122;18;116;26;194;29;109;236;18;735;23;1;5;0;7;Comercial;Altamente urbano;-68,84301608;-32,86772086;676
I604;500491013;Intersercción;730;231;21;137;126;23;153;31;236;19;69;151;2;669;34;2;0;3;3;N/A;N/A;-68,81730107;-32,86768595;677
I605;500071020;Intersercción;848;259;39;190;97;35;124;80;180;50;78;225;22;766;40;1;0;23;2;Residencial urbano;Urbano;-68,88198553;-32,87092353;678
I606;500071003;Intersercción;921;277;26;177;98;39;99;50;188;51;92;330;31;856;33;0;1;1;5;Residencial urbano;Urbano;-68,88263563;-32,86702203;679
I607;500071002;Intersercción;741;242;38;116;93;18;120;39;188;46;71;217;14;699;24;0;9;3;6;Residencial urbano;Urbano;-68,88164783;-32,8745444;680
I608;500071020;Intersercción;848;259;39;190;97;35;124;80;180;50;78;225;22;766;40;1;0;23;0;Residencial urbano;Urbano;-68,88244735;-32,86806891;681
I609;500071003;Intersercción;921;277;26;177;98;39;99;50;188;51;92;330;31;856;33;0;1;1;1;Residencial urbano;Urbano;-68,88249755;-32,8677898;682
I610;500071020;Intersercción;848;259;39;190;97;35;124;80;180;50;78;225;22;766;40;1;0;23;1;Residencial urbano;Urbano;-68,88219017;-32,86956742;683
I611;500071002;Intersercción;741;242;38;116;93;18;120;39;188;46;71;217;14;699;24;0;9;3;8;Residencial urbano;Urbano;-68,88179778;-32,87271633;684
I612;500071002;Intersercción;741;242;38;116;93;18;120;39;188;46;71;217;14;699;24;0;9;3;2;Residencial urbano;Urbano;-68,88195576;-32,8711897;685
I613;500071106;Intersercción;1019;362;38;153;189;29;163;44;246;38;131;300;22;950;36;1;1;2;15;Residencial urbano;Urbano;-68,85094398;-32,86774859;686
I614;500070201;Intersercción;1065;365;37;215;150;32;217;58;292;52;108;231;10;977;45;2;4;1;15;Residencial urbano;Urbano;-68,82732042;-32,86773625;687
I615;500071102;Intersercción;878;309;27;123;192;20;115;38;181;41;91;327;36;831;25;0;0;2;21;Residencial urbano;Urbano;-68,85372191;-32,86778794;688
I616;500070707;Intersercción;666;234;18;91;115;12;81;39;165;42;81;200;13;625;14;1;0;0;3;Residencial urbano;Urbano;-68,84142398;-32,86777296;689
I617;500071103;Intersercción;764;265;28;129;146;24;125;15;170;27;83;251;26;704;27;0;0;1;14;Residencial urbano;Urbano;-68,85172388;-32,86779461;690
I618;500070202;Intersercción;763;250;20;172;94;23;173;47;224;22;83;127;2;681;40;2;0;0;16;Residencial urbano;Urbano;-68,82271531;-32,86776588;691
I619;500070703;Intersercción;714;254;19;141;109;28;96;51;184;35;86;178;10;649;32;6;0;2;11;Residencial urbano;Urbano;-68,83613508;-32,86779319;692
I620;500070201;Intersercción;1065;365;37;215;150;32;217;58;292;52;108;231;10;977;45;2;4;1;14;Residencial urbano;Urbano;-68,8264442;-32,86778012;693
I621;500071103;Intersercción;764;265;28;129;146;24;125;15;170;27;83;251;26;704;27;0;0;1;15;Residencial urbano;Urbano;-68,85255718;-32,86784969;694
I622;500070202;Intersercción;763;250;20;172;94;23;173;47;224;22;83;127;2;681;40;2;0;0;13;Residencial urbano;Urbano;-68,82555729;-32,86782397;695
I623;500071001;Intersercción;1179;326;30;213;85;43;95;94;138;71;86;549;67;1106;41;0;71;11;;Residencial suburbano;Interfaz;-68,89077747;-32,86736119;696
I624;500071001;Intersercción;1179;326;30;213;85;43;95;94;138;71;86;549;67;1106;41;0;71;11;;Residencial suburbano;Interfaz;-68,89093615;-32,86791609;697
I625;500070707;Intersercción;666;234;18;91;115;12;81;39;165;42;81;200;13;625;14;1;0;0;8;Residencial urbano;Urbano;-68,83956464;-32,86789682;698
I626;500071004;Intersercción;1587;381;43;470;156;84;492;306;295;166;23;33;0;1360;132;30;0;6;1;Residencial urbano;Urbano;-68,8705178;-32,86796876;699
I627;500071005;Intersercción;1244;335;66;350;129;56;491;101;320;63;39;33;1;1054;108;23;0;12;2;Residencial urbano;Urbano;-68,86825267;-32,86796639;700
I628;500070215;Intersercción;517;178;22;108;90;28;146;19;161;19;40;73;2;467;30;0;0;1;7;Residencial urbano;Urbano;-68,81882581;-32,86792261;701
I629;500491013;Intersercción;730;231;21;137;126;23;153;31;236;19;69;151;2;669;34;2;0;3;3;N/A;N/A;-68,81732728;-32,86792945;702
I630;500491013;Intersercción;730;231;21;137;126;23;153;31;236;19;69;151;2;669;34;2;0;3;3;N/A;N/A;-68,81733258;-32,86794749;703
I631;500071003;Intersercción;921;277;26;177;98;39;99;50;188;51;92;330;31;856;33;0;1;1;1;Residencial urbano;Urbano;-68,8811489;-32,86803341;704
I632;500071003;Intersercción;921;277;26;177;98;39;99;50;188;51;92;330;31;856;33;0;1;1;5;Residencial urbano;Urbano;-68,88095748;-32,86735696;705
I633;500071003;Intersercción;921;277;26;177;98;39;99;50;188;51;92;330;31;856;33;0;1;1;1;Residencial urbano;Urbano;-68,88249755;-32,8677898;706
I634;500071001;Intersercción;1179;326;30;213;85;43;95;94;138;71;86;549;67;1106;41;0;71;11;;Residencial suburbano;Interfaz;-68,89477168;-32,86655709;707
I635;500071001;Intersercción;1179;326;30;213;85;43;95;94;138;71;86;549;67;1106;41;0;71;11;;Residencial suburbano;Interfaz;-68,89519212;-32,86647244;708
I636;500071001;Intersercción;1179;326;30;213;85;43;95;94;138;71;86;549;67;1106;41;0;71;11;;Residencial suburbano;Interfaz;-68,89390394;-32,86673179;709
I637;500071001;Intersercción;1179;326;30;213;85;43;95;94;138;71;86;549;67;1106;41;0;71;11;;Residencial suburbano;Interfaz;-68,89434785;-32,86664242;710
I638;500071001;Intersercción;1179;326;30;213;85;43;95;94;138;71;86;549;67;1106;41;0;71;11;;Residencial suburbano;Interfaz;-68,89334522;-32,86684428;711
I639;500071001;Intersercción;1179;326;30;213;85;43;95;94;138;71;86;549;67;1106;41;0;71;11;;Residencial suburbano;Interfaz;-68,89563787;-32,8663827;712
I640;500070703;Intersercción;714;254;19;141;109;28;96;51;184;35;86;178;10;649;32;6;0;2;25;Residencial urbano;Urbano;-68,83490597;-32,86799896;713
I641;500491013;Intersercción;730;231;21;137;126;23;153;31;236;19;69;151;2;669;34;2;0;3;3;N/A;N/A;-68,81734318;-32,86799259;714
I642;500491013;Intersercción;730;231;21;137;126;23;153;31;236;19;69;151;2;669;34;2;0;3;3;N/A;N/A;-68,81735375;-32,8680467;715
I643;500491013;Intersercción;730;231;21;137;126;23;153;31;236;19;69;151;2;669;34;2;0;3;3;N/A;N/A;-68,81737771;-32,86808732;716
I644;500491013;Intersercción;730;231;21;137;126;23;153;31;236;19;69;151;2;669;34;2;0;3;3;N/A;N/A;-68,81736167;-32,8680918;717
I645;500491013;Intersercción;730;231;21;137;126;23;153;31;236;19;69;151;2;669;34;2;0;3;3;N/A;N/A;-68,81737492;-32,86814592;718
I646;500491013;Intersercción;730;231;21;137;126;23;153;31;236;19;69;151;2;669;34;2;0;3;3;N/A;N/A;-68,81738551;-32,86819102;719
I647;500071009;Intersercción;1259;325;107;361;98;53;517;78;335;72;37;52;1;1101;83;11;2;11;1;Residencial urbano;Urbano;-68,8617044;-32,86812774;720
I648;500070703;Intersercción;714;254;19;141;109;28;96;51;184;35;86;178;10;649;32;6;0;2;42;Comercial;Altamente urbano;-68,83352721;-32,86824059;721
I649;500070201;Intersercción;1065;365;37;215;150;32;217;58;292;52;108;231;10;977;45;2;4;1;42;Comercial;Altamente urbano;-68,83349515;-32,86824055;722
I650;500071020;Intersercción;848;259;39;190;97;35;124;80;180;50;78;225;22;766;40;1;0;23;2;Residencial urbano;Urbano;-68,87979159;-32,86830262;723
