ID,radio_censal,punto_tipo,poblacion,hogares,desocupado,0-14,65_mas,inicial,primario,egb,secundario,polimodal,superior,universitario,post_universitario,lee_y _esc,NoLee_ni_e,hacinamiento,sin_agua,sin_cloaca,densidad_comercial,microzonificacion,macrozonificacion,x,y,index,clasificacion
I995,500071111.0,Intersercción,575.0,186.0,26.0,88.0,99.0,16.0,68.0,30.0,138.0,24.0,65.0,191.0,11.0,529.0,20.0,0.0,0.0,1.0,6.0,Residencial urbano,Urbano,"-68,8515553","-32,87278076",1068,0.0
I996,500070711.0,Intersercción,924.0,354.0,20.0,136.0,201.0,34.0,120.0,46.0,224.0,36.0,105.0,302.0,17.0,864.0,31.0,0.0,0.0,3.0,23.0,Residencial urbano,Urbano,"-68,8360725","-32,87277044",1069,1.0
I997,500070204.0,Intersercción,876.0,287.0,39.0,157.0,125.0,23.0,229.0,59.0,261.0,57.0,55.0,130.0,8.0,810.0,35.0,3.0,0.0,1.0,18.0,Residencial urbano,Urbano,"-68,82336785","-32,87276217",1070,1.0
I998,500070711.0,Intersercción,924.0,354.0,20.0,136.0,201.0,34.0,120.0,46.0,224.0,36.0,105.0,302.0,17.0,864.0,31.0,0.0,0.0,3.0,23.0,Residencial urbano,Urbano,"-68,83607247","-32,87278848",1071,1.0
I999,500071014.0,Intersercción,1057.0,259.0,56.0,300.0,71.0,51.0,430.0,65.0,254.0,55.0,34.0,45.0,3.0,904.0,90.0,14.0,0.0,2.0,1.0,Residencial urbano,Urbano,"-68,86654653","-32,87283372",1072,1.0
I1000,500070207.0,Intersercción,785.0,233.0,23.0,115.0,110.0,16.0,154.0,52.0,214.0,30.0,80.0,179.0,13.0,724.0,29.0,2.0,0.0,0.0,19.0,Residencial urbano,Urbano,"-68,83204411","-32,87281018",1073,0.0
I1001,500070204.0,Intersercción,876.0,287.0,39.0,157.0,125.0,23.0,229.0,59.0,261.0,57.0,55.0,130.0,8.0,810.0,35.0,3.0,0.0,1.0,11.0,Residencial urbano,Urbano,"-68,82027975","-32,87280285",1074,1.0
I1003,500071014.0,Intersercción,1057.0,259.0,56.0,300.0,71.0,51.0,430.0,65.0,254.0,55.0,34.0,45.0,3.0,904.0,90.0,14.0,0.0,2.0,1.0,Residencial urbano,Urbano,"-68,86655712","-32,87289685",1076,1.0
I1004,500070101.0,Intersercción,947.0,344.0,34.0,140.0,163.0,26.0,124.0,58.0,234.0,44.0,104.0,295.0,15.0,884.0,30.0,2.0,0.0,1.0,10.0,Comercial,Altamente urbano,"-68,84354126","-32,87287018",1077,1.0
I1005,500070101.0,Intersercción,947.0,344.0,34.0,140.0,163.0,26.0,124.0,58.0,234.0,44.0,104.0,295.0,15.0,884.0,30.0,2.0,0.0,1.0,11.0,Comercial,Altamente urbano,"-68,84148969","-32,87287661",1078,1.0
I1008,500070603.0,Intersercción,691.0,239.0,20.0,108.0,152.0,18.0,97.0,45.0,167.0,29.0,75.0,215.0,12.0,648.0,21.0,1.0,0.0,2.0,10.0,Residencial urbano,Urbano,"-68,85531627","-32,8729114",1081,0.0
I1009,500071020.0,Intersercción,848.0,259.0,39.0,190.0,97.0,35.0,124.0,80.0,180.0,50.0,78.0,225.0,22.0,766.0,40.0,1.0,0.0,23.0,0.0,Residencial urbano,Urbano,"-68,87797748","-32,8715998",1082,1.0
I1010,500071020.0,Intersercción,848.0,259.0,39.0,190.0,97.0,35.0,124.0,80.0,180.0,50.0,78.0,225.0,22.0,766.0,40.0,1.0,0.0,23.0,0.0,Residencial urbano,Urbano,"-68,87833213","-32,87295394",1083,1.0
I1011,500070207.0,Intersercción,785.0,233.0,23.0,115.0,110.0,16.0,154.0,52.0,214.0,30.0,80.0,179.0,13.0,724.0,29.0,2.0,0.0,0.0,21.0,Residencial urbano,Urbano,"-68,83060141","-32,87291644",1084,0.0
I1012,500071013.0,Intersercción,12.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,Residencial urbano,Urbano,"-68,85866625","-32,87286053",1085,1.0
I1013,500070710.0,Intersercción,831.0,297.0,49.0,138.0,160.0,34.0,134.0,34.0,217.0,30.0,78.0,258.0,16.0,775.0,36.0,4.0,0.0,1.0,24.0,Residencial urbano,Urbano,"-68,83877552","-32,87295429",1086,1.0
I1016,500071014.0,Intersercción,1057.0,259.0,56.0,300.0,71.0,51.0,430.0,65.0,254.0,55.0,34.0,45.0,3.0,904.0,90.0,14.0,0.0,2.0,1.0,Residencial urbano,Urbano,"-68,86720866","-32,87306886",1089,1.0
I1017,500070206.0,Intersercción,1053.0,354.0,38.0,231.0,145.0,37.0,261.0,66.0,290.0,44.0,118.0,170.0,8.0,965.0,43.0,5.0,0.0,2.0,22.0,Residencial urbano,Urbano,"-68,82924419","-32,8730228",1090,1.0
I1018,500070603.0,Intersercción,691.0,239.0,20.0,108.0,152.0,18.0,97.0,45.0,167.0,29.0,75.0,215.0,12.0,648.0,21.0,1.0,0.0,2.0,9.0,Residencial urbano,Urbano,"-68,8543757","-32,87308163",1091,0.0
I1019,500071111.0,Intersercción,575.0,186.0,26.0,88.0,99.0,16.0,68.0,30.0,138.0,24.0,65.0,191.0,11.0,529.0,20.0,0.0,0.0,1.0,13.0,Residencial urbano,Urbano,"-68,84990927","-32,87308537",1092,0.0
I1020,500070710.0,Intersercción,831.0,297.0,49.0,138.0,160.0,34.0,134.0,34.0,217.0,30.0,78.0,258.0,16.0,775.0,36.0,4.0,0.0,1.0,21.0,Residencial urbano,Urbano,"-68,83813419","-32,87307069",1093,1.0
I1023,500070101.0,Intersercción,947.0,344.0,34.0,140.0,163.0,26.0,124.0,58.0,234.0,44.0,104.0,295.0,15.0,884.0,30.0,2.0,0.0,1.0,11.0,Comercial,Altamente urbano,"-68,84419266","-32,87309641",1096,1.0
I1028,500070206.0,Intersercción,1053.0,354.0,38.0,231.0,145.0,37.0,261.0,66.0,290.0,44.0,118.0,170.0,8.0,965.0,43.0,5.0,0.0,2.0,27.0,Residencial urbano,Urbano,"-68,82764117","-32,87314684",1101,1.0
I1029,500070711.0,Intersercción,924.0,354.0,20.0,136.0,201.0,34.0,120.0,46.0,224.0,36.0,105.0,302.0,17.0,864.0,31.0,0.0,0.0,3.0,20.0,Residencial urbano,Urbano,"-68,83749287","-32,87318707",1102,1.0
I1031,500070604.0,Intersercción,620.0,215.0,17.0,101.0,103.0,16.0,79.0,42.0,156.0,29.0,62.0,189.0,15.0,577.0,22.0,1.0,0.0,0.0,7.0,Residencial urbano,Urbano,"-68,85334961","-32,87326979",1104,0.0
I1032,500070205.0,Intersercción,778.0,239.0,31.0,170.0,82.0,26.0,163.0,55.0,257.0,51.0,57.0,109.0,2.0,705.0,37.0,4.0,0.0,2.0,29.0,Residencial urbano,Urbano,"-68,82608094","-32,87324386",1105,1.0
I1033,500070101.0,Intersercción,947.0,344.0,34.0,140.0,163.0,26.0,124.0,58.0,234.0,44.0,104.0,295.0,15.0,884.0,30.0,2.0,0.0,1.0,10.0,Comercial,Altamente urbano,"-68,84382906","-32,87327179",1106,1.0
I1034,500071019.0,Intersercción,1190.0,351.0,23.0,208.0,113.0,43.0,76.0,103.0,141.0,61.0,93.0,576.0,66.0,1120.0,44.0,0.0,66.0,3.0,2.0,Residencial suburbano,Interfaz,"-68,88351827","-32,87336166",1107,1.0
I1035,500071014.0,Intersercción,1057.0,259.0,56.0,300.0,71.0,51.0,430.0,65.0,254.0,55.0,34.0,45.0,3.0,904.0,90.0,14.0,0.0,2.0,0.0,Residencial urbano,Urbano,"-68,8681272","-32,87333132",1108,1.0
I1036,500071113.0,Intersercción,500.0,179.0,13.0,70.0,117.0,11.0,92.0,18.0,137.0,16.0,67.0,120.0,14.0,473.0,13.0,2.0,0.0,0.0,11.0,Residencial urbano,Urbano,"-68,84866939","-32,87331831",1109,0.0
I1037,500070711.0,Intersercción,924.0,354.0,20.0,136.0,201.0,34.0,120.0,46.0,224.0,36.0,105.0,302.0,17.0,864.0,31.0,0.0,0.0,3.0,20.0,Residencial urbano,Urbano,"-68,83685154","-32,87330346",1110,1.0
I1038,500070205.0,Intersercción,778.0,239.0,31.0,170.0,82.0,26.0,163.0,55.0,257.0,51.0,57.0,109.0,2.0,705.0,37.0,4.0,0.0,2.0,20.0,Residencial urbano,Urbano,"-68,8247772","-32,87331418",1111,1.0
I1039,500071014.0,Intersercción,1057.0,259.0,56.0,300.0,71.0,51.0,430.0,65.0,254.0,55.0,34.0,45.0,3.0,904.0,90.0,14.0,0.0,2.0,0.0,Residencial urbano,Urbano,"-68,868437","-32,87337673",1112,1.0
I1041,500071014.0,Intersercción,1057.0,259.0,56.0,300.0,71.0,51.0,430.0,65.0,254.0,55.0,34.0,45.0,3.0,904.0,90.0,14.0,0.0,2.0,0.0,Residencial urbano,Urbano,"-68,86813779","-32,87339445",1114,1.0
I1043,500070603.0,Intersercción,691.0,239.0,20.0,108.0,152.0,18.0,97.0,45.0,167.0,29.0,75.0,215.0,12.0,648.0,21.0,1.0,0.0,2.0,10.0,Residencial urbano,Urbano,"-68,85545432","-32,87344356",1116,0.0
I1044,500071019.0,Intersercción,1190.0,351.0,23.0,208.0,113.0,43.0,76.0,103.0,141.0,61.0,93.0,576.0,66.0,1120.0,44.0,0.0,66.0,3.0,6.0,Residencial suburbano,Interfaz,"-68,8825841","-32,87351705",1117,1.0
I1045,500071019.0,Intersercción,1190.0,351.0,23.0,208.0,113.0,43.0,76.0,103.0,141.0,61.0,93.0,576.0,66.0,1120.0,44.0,0.0,66.0,3.0,6.0,Residencial suburbano,Interfaz,"-68,88260115","-32,87332942",1118,1.0
I1046,500070602.0,Intersercción,581.0,225.0,27.0,88.0,114.0,17.0,52.0,34.0,135.0,14.0,71.0,221.0,13.0,547.0,15.0,0.0,0.0,2.0,8.0,Residencial urbano,Urbano,"-68,8560947","-32,87389514",1119,0.0
I1047,500070210.0,Intersercción,754.0,255.0,27.0,133.0,165.0,14.0,177.0,28.0,246.0,13.0,74.0,156.0,10.0,708.0,24.0,2.0,0.0,0.0,24.0,Residencial urbano,Urbano,"-68,83209548","-32,8739013",1120,1.0
I1048,500070211.0,Intersercción,963.0,321.0,19.0,204.0,155.0,26.0,204.0,44.0,278.0,28.0,95.0,207.0,9.0,868.0,41.0,2.0,0.0,0.0,16.0,Residencial urbano,Urbano,"-68,82478672","-32,87390931",1121,1.0
I1049,500070603.0,Intersercción,691.0,239.0,20.0,108.0,152.0,18.0,97.0,45.0,167.0,29.0,75.0,215.0,12.0,648.0,21.0,1.0,0.0,2.0,9.0,Residencial urbano,Urbano,"-68,85560305","-32,87397573",1122,0.0
I1052,500070211.0,Intersercción,963.0,321.0,19.0,204.0,155.0,26.0,204.0,44.0,278.0,28.0,95.0,207.0,9.0,868.0,41.0,2.0,0.0,0.0,13.0,Residencial urbano,Urbano,"-68,82352575","-32,87396164",1125,1.0
I1053,500070210.0,Intersercción,754.0,255.0,27.0,133.0,165.0,14.0,177.0,28.0,246.0,13.0,74.0,156.0,10.0,708.0,24.0,2.0,0.0,0.0,26.0,Residencial urbano,Urbano,"-68,83066343","-32,87401659",1126,1.0
I1054,500071001.0,Intersercción,1179.0,326.0,30.0,213.0,85.0,43.0,95.0,94.0,138.0,71.0,86.0,549.0,67.0,1106.0,41.0,0.0,71.0,11.0,5.0,Residencial suburbano,Interfaz,"-68,88258539","-32,87416943",1127,1.0
I1055,500071019.0,Intersercción,1190.0,351.0,23.0,208.0,113.0,43.0,76.0,103.0,141.0,61.0,93.0,576.0,66.0,1120.0,44.0,0.0,66.0,3.0,6.0,Residencial suburbano,Interfaz,"-68,88256237","-32,87378754",1128,1.0
I1056,500071001.0,Intersercción,1179.0,326.0,30.0,213.0,85.0,43.0,95.0,94.0,138.0,71.0,86.0,549.0,67.0,1106.0,41.0,0.0,71.0,11.0,4.0,Residencial suburbano,Interfaz,"-68,88257895","-32,8743763",1129,1.0
I1057,500070606.0,Intersercción,1255.0,422.0,37.0,280.0,178.0,41.0,295.0,63.0,263.0,37.0,104.0,315.0,34.0,1121.0,67.0,10.0,0.0,33.0,18.0,Residencial urbano,Urbano,"-68,84884974","-32,87408497",1130,1.0
I1059,500070211.0,Intersercción,963.0,321.0,19.0,204.0,155.0,26.0,204.0,44.0,278.0,28.0,95.0,207.0,9.0,868.0,41.0,2.0,0.0,0.0,24.0,Residencial urbano,Urbano,"-68,82928484","-32,8741139",1132,1.0
I1060,500070603.0,Intersercción,691.0,239.0,20.0,108.0,152.0,18.0,97.0,45.0,167.0,29.0,75.0,215.0,12.0,648.0,21.0,1.0,0.0,2.0,8.0,Residencial urbano,Urbano,"-68,85465176","-32,87415496",1133,0.0
I1062,500070710.0,Intersercción,831.0,297.0,49.0,138.0,160.0,34.0,134.0,34.0,217.0,30.0,78.0,258.0,16.0,775.0,36.0,4.0,0.0,1.0,28.0,Comercial,Altamente urbano,"-68,83911519","-32,87419906",1135,1.0
I1063,500071002.0,Intersercción,741.0,242.0,38.0,116.0,93.0,18.0,120.0,39.0,188.0,46.0,71.0,217.0,14.0,699.0,24.0,0.0,9.0,3.0,6.0,Residencial urbano,Urbano,"-68,88022346","-32,87407065",1136,0.0
I1064,500071002.0,Intersercción,741.0,242.0,38.0,116.0,93.0,18.0,120.0,39.0,188.0,46.0,71.0,217.0,14.0,699.0,24.0,0.0,9.0,3.0,7.0,Residencial urbano,Urbano,"-68,88079866","-32,87426377",1137,0.0
I1066,500070710.0,Intersercción,831.0,297.0,49.0,138.0,160.0,34.0,134.0,34.0,217.0,30.0,78.0,258.0,16.0,775.0,36.0,4.0,0.0,1.0,28.0,Comercial,Altamente urbano,"-68,83908309","-32,87422607",1139,1.0
I1067,500070211.0,Intersercción,963.0,321.0,19.0,204.0,155.0,26.0,204.0,44.0,278.0,28.0,95.0,207.0,9.0,868.0,41.0,2.0,0.0,0.0,25.0,Residencial urbano,Urbano,"-68,82770319","-32,87422895",1140,1.0
I1069,500070602.0,Intersercción,581.0,225.0,27.0,88.0,114.0,17.0,52.0,34.0,135.0,14.0,71.0,221.0,13.0,547.0,15.0,0.0,0.0,2.0,6.0,Residencial urbano,Urbano,"-68,85669242","-32,87430159",1142,0.0
I1070,500070211.0,Intersercción,963.0,321.0,19.0,204.0,155.0,26.0,204.0,44.0,278.0,28.0,95.0,207.0,9.0,868.0,41.0,2.0,0.0,0.0,13.0,Residencial urbano,Urbano,"-68,82458299","-32,8742697",1143,1.0
I1071,500070606.0,Intersercción,1255.0,422.0,37.0,280.0,178.0,41.0,295.0,63.0,263.0,37.0,104.0,315.0,34.0,1121.0,67.0,10.0,0.0,33.0,7.0,Residencial urbano,Urbano,"-68,84755641","-32,87431784",1144,1.0
I1072,500070211.0,Intersercción,963.0,321.0,19.0,204.0,155.0,26.0,204.0,44.0,278.0,28.0,95.0,207.0,9.0,868.0,41.0,2.0,0.0,0.0,11.0,Residencial urbano,Urbano,"-68,82358922","-32,87428633",1145,1.0
I1073,500070211.0,Intersercción,963.0,321.0,19.0,204.0,155.0,26.0,204.0,44.0,278.0,28.0,95.0,207.0,9.0,868.0,41.0,2.0,0.0,0.0,6.0,Residencial urbano,Urbano,"-68,82197573","-32,87428405",1146,1.0
I1074,500070604.0,Intersercción,620.0,215.0,17.0,101.0,103.0,16.0,79.0,42.0,156.0,29.0,62.0,189.0,15.0,577.0,22.0,1.0,0.0,0.0,6.0,Residencial urbano,Urbano,"-68,85363636","-32,87433412",1147,0.0
I1075,500070211.0,Intersercción,963.0,321.0,19.0,204.0,155.0,26.0,204.0,44.0,278.0,28.0,95.0,207.0,9.0,868.0,41.0,2.0,0.0,0.0,16.0,Residencial urbano,Urbano,"-68,82534156","-32,87431584",1148,1.0
I1076,500070211.0,Intersercción,963.0,321.0,19.0,204.0,155.0,26.0,204.0,44.0,278.0,28.0,95.0,207.0,9.0,868.0,41.0,2.0,0.0,0.0,21.0,Residencial urbano,Urbano,"-68,82619635","-32,87433507",1149,1.0
I1077,500070602.0,Intersercción,581.0,225.0,27.0,88.0,114.0,17.0,52.0,34.0,135.0,14.0,71.0,221.0,13.0,547.0,15.0,0.0,0.0,2.0,7.0,Residencial urbano,Urbano,"-68,85625418","-32,87439126",1150,0.0
I1078,500071020.0,Intersercción,848.0,259.0,39.0,190.0,97.0,35.0,124.0,80.0,180.0,50.0,78.0,225.0,22.0,766.0,40.0,1.0,0.0,23.0,2.0,Residencial urbano,Urbano,"-68,87923964","-32,87282907",1151,1.0
I1079,500071020.0,Intersercción,848.0,259.0,39.0,190.0,97.0,35.0,124.0,80.0,180.0,50.0,78.0,225.0,22.0,766.0,40.0,1.0,0.0,23.0,2.0,Residencial urbano,Urbano,"-68,87969502","-32,87453972",1152,1.0
I1081,500070606.0,Intersercción,1255.0,422.0,37.0,280.0,178.0,41.0,295.0,63.0,263.0,37.0,104.0,315.0,34.0,1121.0,67.0,10.0,0.0,33.0,4.0,Comercial,Altamente urbano,"-68,84702198","-32,87441637",1154,1.0
I1082,500070710.0,Intersercción,831.0,297.0,49.0,138.0,160.0,34.0,134.0,34.0,217.0,30.0,78.0,258.0,16.0,775.0,36.0,4.0,0.0,1.0,28.0,Comercial,Altamente urbano,"-68,83881563","-32,87440607",1155,1.0
I1083,500070211.0,Intersercción,963.0,321.0,19.0,204.0,155.0,26.0,204.0,44.0,278.0,28.0,95.0,207.0,9.0,868.0,41.0,2.0,0.0,0.0,5.0,Residencial urbano,Urbano,"-68,82191139","-32,87440118",1156,1.0
I1084,500070604.0,Intersercción,620.0,215.0,17.0,101.0,103.0,16.0,79.0,42.0,156.0,29.0,62.0,189.0,15.0,577.0,22.0,1.0,0.0,0.0,6.0,Residencial urbano,Urbano,"-68,85289885","-32,87446851",1157,0.0
I1085,500070211.0,Intersercción,963.0,321.0,19.0,204.0,155.0,26.0,204.0,44.0,278.0,28.0,95.0,207.0,9.0,868.0,41.0,2.0,0.0,0.0,11.0,Residencial urbano,Urbano,"-68,82401634","-32,87443121",1158,1.0
I1086,500070211.0,Intersercción,963.0,321.0,19.0,204.0,155.0,26.0,204.0,44.0,278.0,28.0,95.0,207.0,9.0,868.0,41.0,2.0,0.0,0.0,11.0,Residencial urbano,Urbano,"-68,82402701","-32,87444024",1159,1.0
I1089,500071020.0,Intersercción,848.0,259.0,39.0,190.0,97.0,35.0,124.0,80.0,180.0,50.0,78.0,225.0,22.0,766.0,40.0,1.0,0.0,23.0,0.0,Residencial urbano,Urbano,"-68,87834133","-32,87298844",1162,1.0
I1090,500070211.0,Intersercción,963.0,321.0,19.0,204.0,155.0,26.0,204.0,44.0,278.0,28.0,95.0,207.0,9.0,868.0,41.0,2.0,0.0,0.0,10.0,Residencial urbano,Urbano,"-68,82317197","-32,87454723",1163,1.0
I1091,500070604.0,Intersercción,620.0,215.0,17.0,101.0,103.0,16.0,79.0,42.0,156.0,29.0,62.0,189.0,15.0,577.0,22.0,1.0,0.0,0.0,9.0,Residencial urbano,Urbano,"-68,85213996","-32,87460287",1164,0.0
I1093,500070602.0,Intersercción,581.0,225.0,27.0,88.0,114.0,17.0,52.0,34.0,135.0,14.0,71.0,221.0,13.0,547.0,15.0,0.0,0.0,2.0,6.0,Residencial urbano,Urbano,"-68,85729014","-32,87471705",1166,0.0
I1094,500070104.0,Intersercción,519.0,245.0,9.0,65.0,132.0,11.0,73.0,12.0,119.0,9.0,59.0,198.0,12.0,484.0,14.0,0.0,0.0,0.0,12.0,Comercial,Altamente urbano,"-68,84053544","-32,87470583",1167,0.0
I1096,500070604.0,Intersercción,620.0,215.0,17.0,101.0,103.0,16.0,79.0,42.0,156.0,29.0,62.0,189.0,15.0,577.0,22.0,1.0,0.0,0.0,16.0,Residencial urbano,Urbano,"-68,85124212","-32,87476411",1169,0.0
I1097,500070211.0,Intersercción,963.0,321.0,19.0,204.0,155.0,26.0,204.0,44.0,278.0,28.0,95.0,207.0,9.0,868.0,41.0,2.0,0.0,0.0,9.0,Residencial urbano,Urbano,"-68,82298992","-32,87474535",1170,1.0
I1098,500070105.0,Intersercción,571.0,266.0,29.0,77.0,104.0,18.0,65.0,24.0,146.0,18.0,68.0,203.0,6.0,534.0,21.0,0.0,0.0,1.0,13.0,Comercial,Altamente urbano,"-68,84033229","-32,87477771",1171,0.0
I1100,500070211.0,Intersercción,963.0,321.0,19.0,204.0,155.0,26.0,204.0,44.0,278.0,28.0,95.0,207.0,9.0,868.0,41.0,2.0,0.0,0.0,8.0,Residencial urbano,Urbano,"-68,82293628","-32,87485348",1173,1.0
I1101,500070606.0,Intersercción,1255.0,422.0,37.0,280.0,178.0,41.0,295.0,63.0,263.0,37.0,104.0,315.0,34.0,1121.0,67.0,10.0,0.0,33.0,23.0,Residencial urbano,Urbano,"-68,85038703","-32,87491637",1174,1.0
I1103,500070603.0,Intersercción,691.0,239.0,20.0,108.0,152.0,18.0,97.0,45.0,167.0,29.0,75.0,215.0,12.0,648.0,21.0,1.0,0.0,2.0,10.0,Residencial urbano,Urbano,"-68,85586854","-32,87498593",1176,0.0
I1104,500070711.0,Intersercción,924.0,354.0,20.0,136.0,201.0,34.0,120.0,46.0,224.0,36.0,105.0,302.0,17.0,864.0,31.0,0.0,0.0,3.0,27.0,Residencial urbano,Urbano,"-68,83794902","-32,87500908",1177,1.0
I1105,500070209.0,Intersercción,806.0,304.0,30.0,143.0,116.0,22.0,147.0,45.0,230.0,31.0,88.0,183.0,10.0,739.0,29.0,4.0,0.0,0.0,32.0,Comercial,Altamente urbano,"-68,83532032","-32,87505073",1178,1.0
I1106,500070209.0,Intersercción,806.0,304.0,30.0,143.0,116.0,22.0,147.0,45.0,230.0,31.0,88.0,183.0,10.0,739.0,29.0,4.0,0.0,0.0,31.0,Comercial,Altamente urbano,"-68,83503178","-32,87506838",1179,1.0
I1107,500070209.0,Intersercción,806.0,304.0,30.0,143.0,116.0,22.0,147.0,45.0,230.0,31.0,88.0,183.0,10.0,739.0,29.0,4.0,0.0,0.0,31.0,Comercial,Altamente urbano,"-68,83476461","-32,87508607",1180,1.0
I1109,500070606.0,Intersercción,1255.0,422.0,37.0,280.0,178.0,41.0,295.0,63.0,263.0,37.0,104.0,315.0,34.0,1121.0,67.0,10.0,0.0,33.0,19.0,Residencial urbano,Urbano,"-68,84911507","-32,87514928",1182,1.0
I1110,500070211.0,Intersercción,963.0,321.0,19.0,204.0,155.0,26.0,204.0,44.0,278.0,28.0,95.0,207.0,9.0,868.0,41.0,2.0,0.0,0.0,8.0,Residencial urbano,Urbano,"-68,82384402","-32,87511625",1183,1.0
I1111,500070603.0,Intersercción,691.0,239.0,20.0,108.0,152.0,18.0,97.0,45.0,167.0,29.0,75.0,215.0,12.0,648.0,21.0,1.0,0.0,2.0,7.0,Residencial urbano,Urbano,"-68,85488518","-32,87517414",1184,0.0
I1112,500070209.0,Intersercción,806.0,304.0,30.0,143.0,116.0,22.0,147.0,45.0,230.0,31.0,88.0,183.0,10.0,739.0,29.0,4.0,0.0,0.0,26.0,Comercial,Altamente urbano,"-68,83354634","-32,87515659",1185,1.0
I1113,500070210.0,Intersercción,754.0,255.0,27.0,133.0,165.0,14.0,177.0,28.0,246.0,13.0,74.0,156.0,10.0,708.0,24.0,2.0,0.0,0.0,26.0,Comercial,Altamente urbano,"-68,83214638","-32,87524488",1186,1.0
I1114,500070211.0,Intersercción,963.0,321.0,19.0,204.0,155.0,26.0,204.0,44.0,278.0,28.0,95.0,207.0,9.0,868.0,41.0,2.0,0.0,0.0,8.0,Residencial urbano,Urbano,"-68,82388646","-32,87526959",1187,1.0
I1115,500070604.0,Intersercción,620.0,215.0,17.0,101.0,103.0,16.0,79.0,42.0,156.0,29.0,62.0,189.0,15.0,577.0,22.0,1.0,0.0,0.0,5.0,Residencial urbano,Urbano,"-68,85390181","-32,87536236",1188,0.0
I1116,500070210.0,Intersercción,754.0,255.0,27.0,133.0,165.0,14.0,177.0,28.0,246.0,13.0,74.0,156.0,10.0,708.0,24.0,2.0,0.0,0.0,23.0,Comercial,Altamente urbano,"-68,83072504","-32,87533314",1189,1.0
I1117,500070606.0,Intersercción,1255.0,422.0,37.0,280.0,178.0,41.0,295.0,63.0,263.0,37.0,104.0,315.0,34.0,1121.0,67.0,10.0,0.0,33.0,7.0,Comercial,Altamente urbano,"-68,84755452","-32,87542692",1190,1.0
I1118,500070211.0,Intersercción,963.0,321.0,19.0,204.0,155.0,26.0,204.0,44.0,278.0,28.0,95.0,207.0,9.0,868.0,41.0,2.0,0.0,0.0,20.0,Comercial,Altamente urbano,"-68,82933576","-32,87542142",1191,1.0
I1119,500070604.0,Intersercción,620.0,215.0,17.0,101.0,103.0,16.0,79.0,42.0,156.0,29.0,62.0,189.0,15.0,577.0,22.0,1.0,0.0,0.0,6.0,Residencial urbano,Urbano,"-68,85316427","-32,87550576",1192,0.0
I1120,500070211.0,Intersercción,963.0,321.0,19.0,204.0,155.0,26.0,204.0,44.0,278.0,28.0,95.0,207.0,9.0,868.0,41.0,2.0,0.0,0.0,24.0,Comercial,Altamente urbano,"-68,82779695","-32,87547341",1193,1.0
I1121,500071017.0,Intersercción,1016.0,311.0,37.0,184.0,130.0,32.0,141.0,43.0,261.0,50.0,145.0,284.0,11.0,945.0,38.0,0.0,0.0,1.0,0.0,Residencial urbano,Urbano,"-68,87104104","-32,87556154",1194,1.0
I1122,500071017.0,Intersercción,1016.0,311.0,37.0,184.0,130.0,32.0,141.0,43.0,261.0,50.0,145.0,284.0,11.0,945.0,38.0,0.0,0.0,1.0,0.0,Residencial urbano,Urbano,"-68,87174653","-32,87539094",1195,1.0
I1123,500070211.0,Intersercción,963.0,321.0,19.0,204.0,155.0,26.0,204.0,44.0,278.0,28.0,95.0,207.0,9.0,868.0,41.0,2.0,0.0,0.0,17.0,Comercial,Altamente urbano,"-68,82635432","-32,8755165",1196,1.0
I1124,500070211.0,Intersercción,963.0,321.0,19.0,204.0,155.0,26.0,204.0,44.0,278.0,28.0,95.0,207.0,9.0,868.0,41.0,2.0,0.0,0.0,7.0,Comercial,Altamente urbano,"-68,82479409","-32,87559548",1197,1.0
I1125,500281002.0,Intersercción,828.0,225.0,47.0,204.0,87.0,36.0,300.0,58.0,243.0,54.0,19.0,52.0,1.0,734.0,49.0,5.0,0.0,24.0,7.0,Comercial,Altamente urbano,"-68,82455897","-32,87561318",1198,1.0
I1126,500070604.0,Intersercción,620.0,215.0,17.0,101.0,103.0,16.0,79.0,42.0,156.0,29.0,62.0,189.0,15.0,577.0,22.0,1.0,0.0,0.0,9.0,Residencial urbano,Urbano,"-68,85240535","-32,87565816",1199,0.0
I1127,500071017.0,Intersercción,1016.0,311.0,37.0,184.0,130.0,32.0,141.0,43.0,261.0,50.0,145.0,284.0,11.0,945.0,38.0,0.0,0.0,1.0,0.0,Residencial urbano,Urbano,"-68,87034625","-32,87572312",1200,1.0
I1130,500070606.0,Intersercción,1255.0,422.0,37.0,280.0,178.0,41.0,295.0,63.0,263.0,37.0,104.0,315.0,34.0,1121.0,67.0,10.0,0.0,33.0,17.0,Residencial urbano,Urbano,"-68,84926369","-32,87572655",1203,1.0
I1131,500070602.0,Intersercción,581.0,225.0,27.0,88.0,114.0,17.0,52.0,34.0,135.0,14.0,71.0,221.0,13.0,547.0,15.0,0.0,0.0,2.0,14.0,Residencial urbano,Urbano,"-68,85757699","-32,87575432",1204,0.0
I1132,500071017.0,Intersercción,1016.0,311.0,37.0,184.0,130.0,32.0,141.0,43.0,261.0,50.0,145.0,284.0,11.0,945.0,38.0,0.0,0.0,1.0,0.0,Residencial urbano,Urbano,"-68,86965144","-32,87589372",1205,1.0
